Date,Consensual,Disturbance,Other,Property,Violent,White-Collar
2016-03-22,64.0,11.0,48.0,317.0,239.0,43.0
2016-03-23,41.0,3.0,58.0,336.0,200.0,47.0
2016-03-24,48.0,7.0,54.0,329.0,190.0,48.0
2016-03-25,59.0,6.0,57.0,361.0,188.0,45.0
2016-03-26,67.0,9.0,41.0,349.0,224.0,45.0
2016-03-27,37.0,9.0,44.0,303.0,221.0,17.0
2016-03-28,59.0,9.0,54.0,345.0,219.0,53.0
2016-03-29,74.0,8.0,55.0,342.0,209.0,49.0
2016-03-30,59.0,6.0,48.0,340.0,223.0,40.0
2016-03-31,59.0,4.0,47.0,330.0,259.0,54.0
2016-04-01,52.0,10.0,73.0,351.0,214.0,98.0
2016-04-02,59.0,10.0,40.0,310.0,180.0,50.0
2016-04-03,59.0,8.0,45.0,318.0,225.0,49.0
2016-04-04,48.0,4.0,50.0,328.0,163.0,64.0
2016-04-05,73.0,9.0,56.0,315.0,166.0,53.0
2016-04-06,75.0,5.0,46.0,295.0,202.0,35.0
2016-04-07,104.0,8.0,52.0,336.0,193.0,46.0
2016-04-08,52.0,10.0,41.0,332.0,147.0,40.0
2016-04-09,59.0,7.0,45.0,327.0,195.0,55.0
2016-04-10,48.0,12.0,56.0,330.0,205.0,51.0
2016-04-11,43.0,7.0,47.0,330.0,175.0,70.0
2016-04-12,73.0,10.0,42.0,328.0,177.0,67.0
2016-04-13,74.0,5.0,41.0,314.0,218.0,61.0
2016-04-14,69.0,10.0,34.0,336.0,190.0,50.0
2016-04-15,100.0,11.0,52.0,395.0,189.0,61.0
2016-04-16,60.0,10.0,51.0,338.0,245.0,28.0
2016-04-17,56.0,6.0,46.0,334.0,232.0,34.0
2016-04-18,52.0,16.0,35.0,376.0,199.0,59.0
2016-04-19,61.0,8.0,28.0,345.0,207.0,53.0
2016-04-20,69.0,8.0,41.0,344.0,174.0,47.0
2016-04-21,74.0,5.0,54.0,329.0,196.0,54.0
2016-04-22,73.0,4.0,51.0,358.0,195.0,46.0
2016-04-23,57.0,10.0,54.0,311.0,222.0,37.0
2016-04-24,77.0,10.0,45.0,327.0,259.0,30.0
2016-04-25,47.0,6.0,58.0,362.0,236.0,46.0
2016-04-26,67.0,8.0,49.0,324.0,190.0,52.0
2016-04-27,52.0,7.0,58.0,312.0,194.0,35.0
2016-04-28,54.0,8.0,52.0,361.0,201.0,55.0
2016-04-29,64.0,9.0,41.0,340.0,219.0,41.0
2016-04-30,46.0,5.0,37.0,302.0,176.0,36.0
2016-05-01,30.0,11.0,67.0,361.0,238.0,89.0
2016-05-02,55.0,19.0,57.0,366.0,202.0,55.0
2016-05-03,73.0,12.0,60.0,323.0,213.0,53.0
2016-05-04,69.0,9.0,48.0,308.0,205.0,39.0
2016-05-05,61.0,8.0,49.0,348.0,180.0,51.0
2016-05-06,50.0,3.0,47.0,392.0,239.0,63.0
2016-05-07,24.0,3.0,27.0,391.0,242.0,53.0
2016-05-08,47.0,13.0,41.0,316.0,270.0,39.0
2016-05-09,53.0,10.0,48.0,342.0,223.0,53.0
2016-05-10,55.0,8.0,53.0,338.0,204.0,51.0
2016-05-11,60.0,8.0,42.0,378.0,213.0,55.0
2016-05-12,62.0,10.0,37.0,330.0,204.0,43.0
2016-05-13,65.0,9.0,53.0,403.0,217.0,58.0
2016-05-14,63.0,5.0,61.0,357.0,199.0,34.0
2016-05-15,54.0,5.0,54.0,353.0,242.0,30.0
2016-05-16,66.0,6.0,58.0,364.0,230.0,58.0
2016-05-17,59.0,10.0,60.0,331.0,186.0,42.0
2016-05-18,63.0,11.0,42.0,419.0,222.0,42.0
2016-05-19,107.0,6.0,51.0,360.0,199.0,39.0
2016-05-20,71.0,8.0,52.0,409.0,212.0,50.0
2016-05-21,54.0,10.0,49.0,403.0,233.0,42.0
2016-05-22,62.0,10.0,43.0,359.0,254.0,22.0
2016-05-23,65.0,8.0,60.0,370.0,222.0,56.0
2016-05-24,62.0,14.0,41.0,391.0,242.0,53.0
2016-05-25,45.0,6.0,51.0,330.0,238.0,47.0
2016-05-26,53.0,6.0,65.0,359.0,244.0,38.0
2016-05-27,61.0,11.0,59.0,401.0,231.0,34.0
2016-05-28,71.0,9.0,46.0,393.0,242.0,30.0
2016-05-29,64.0,12.0,46.0,376.0,274.0,26.0
2016-05-30,61.0,8.0,49.0,378.0,295.0,26.0
2016-05-31,61.0,7.0,64.0,359.0,214.0,49.0
2016-06-01,64.0,13.0,72.0,391.0,245.0,106.0
2016-06-02,58.0,13.0,51.0,381.0,244.0,49.0
2016-06-03,77.0,11.0,64.0,367.0,256.0,42.0
2016-06-04,55.0,8.0,45.0,344.0,272.0,102.0
2016-06-05,55.0,6.0,38.0,362.0,248.0,69.0
2016-06-06,58.0,6.0,58.0,364.0,232.0,72.0
2016-06-07,70.0,8.0,37.0,354.0,208.0,77.0
2016-06-08,71.0,11.0,42.0,378.0,189.0,51.0
2016-06-09,59.0,10.0,51.0,320.0,207.0,76.0
2016-06-10,54.0,4.0,42.0,396.0,214.0,52.0
2016-06-11,56.0,16.0,48.0,388.0,259.0,47.0
2016-06-12,76.0,6.0,53.0,422.0,271.0,21.0
2016-06-13,43.0,11.0,48.0,379.0,238.0,74.0
2016-06-14,68.0,8.0,61.0,374.0,250.0,74.0
2016-06-15,69.0,12.0,51.0,368.0,229.0,56.0
2016-06-16,57.0,12.0,65.0,403.0,237.0,43.0
2016-06-17,55.0,7.0,54.0,395.0,258.0,55.0
2016-06-18,47.0,7.0,40.0,383.0,254.0,30.0
2016-06-19,33.0,15.0,37.0,384.0,314.0,26.0
2016-06-20,47.0,7.0,62.0,400.0,282.0,54.0
2016-06-21,44.0,9.0,59.0,407.0,258.0,45.0
2016-06-22,48.0,18.0,50.0,356.0,223.0,54.0
2016-06-23,55.0,15.0,50.0,390.0,238.0,51.0
2016-06-24,63.0,12.0,39.0,420.0,227.0,45.0
2016-06-25,45.0,9.0,49.0,434.0,237.0,36.0
2016-06-26,29.0,9.0,49.0,386.0,275.0,23.0
2016-06-27,53.0,7.0,47.0,387.0,225.0,49.0
2016-06-28,63.0,9.0,49.0,377.0,211.0,57.0
2016-06-29,67.0,9.0,46.0,399.0,225.0,57.0
2016-06-30,93.0,9.0,52.0,434.0,210.0,50.0
2016-07-01,83.0,14.0,57.0,441.0,240.0,106.0
2016-07-02,67.0,8.0,66.0,357.0,232.0,26.0
2016-07-03,71.0,10.0,47.0,386.0,237.0,29.0
2016-07-04,54.0,17.0,55.0,405.0,297.0,16.0
2016-07-05,68.0,6.0,51.0,420.0,304.0,44.0
2016-07-06,53.0,7.0,48.0,381.0,211.0,42.0
2016-07-07,65.0,11.0,42.0,407.0,194.0,68.0
2016-07-08,52.0,9.0,51.0,412.0,219.0,46.0
2016-07-09,43.0,7.0,39.0,361.0,237.0,40.0
2016-07-10,35.0,10.0,46.0,386.0,245.0,36.0
2016-07-11,38.0,7.0,53.0,359.0,205.0,37.0
2016-07-12,52.0,4.0,60.0,381.0,211.0,69.0
2016-07-13,58.0,4.0,44.0,378.0,185.0,57.0
2016-07-14,63.0,8.0,56.0,421.0,173.0,46.0
2016-07-15,60.0,7.0,51.0,458.0,214.0,52.0
2016-07-16,42.0,8.0,42.0,430.0,220.0,38.0
2016-07-17,46.0,8.0,46.0,415.0,240.0,30.0
2016-07-18,48.0,9.0,55.0,434.0,202.0,49.0
2016-07-19,58.0,6.0,50.0,436.0,192.0,49.0
2016-07-20,46.0,8.0,54.0,439.0,213.0,60.0
2016-07-21,54.0,3.0,60.0,415.0,194.0,58.0
2016-07-22,67.0,8.0,44.0,399.0,220.0,52.0
2016-07-23,42.0,8.0,24.0,454.0,240.0,42.0
2016-07-24,45.0,7.0,41.0,406.0,261.0,29.0
2016-07-25,60.0,11.0,50.0,431.0,216.0,57.0
2016-07-26,63.0,5.0,45.0,472.0,226.0,62.0
2016-07-27,52.0,4.0,52.0,430.0,211.0,46.0
2016-07-28,60.0,6.0,45.0,397.0,204.0,61.0
2016-07-29,49.0,5.0,58.0,437.0,199.0,53.0
2016-07-30,50.0,11.0,47.0,513.0,260.0,43.0
2016-07-31,30.0,9.0,29.0,474.0,236.0,35.0
2016-08-01,43.0,7.0,59.0,416.0,217.0,113.0
2016-08-02,39.0,6.0,51.0,396.0,233.0,63.0
2016-08-03,53.0,8.0,52.0,408.0,190.0,59.0
2016-08-04,47.0,5.0,60.0,393.0,226.0,59.0
2016-08-05,51.0,12.0,50.0,459.0,233.0,55.0
2016-08-06,41.0,4.0,52.0,407.0,281.0,41.0
2016-08-07,48.0,12.0,38.0,435.0,261.0,42.0
2016-08-08,37.0,8.0,41.0,436.0,209.0,70.0
2016-08-09,46.0,9.0,60.0,340.0,207.0,60.0
2016-08-10,42.0,4.0,51.0,359.0,202.0,61.0
2016-08-11,61.0,7.0,53.0,448.0,225.0,56.0
2016-08-12,50.0,3.0,52.0,434.0,165.0,39.0
2016-08-13,30.0,13.0,52.0,453.0,230.0,46.0
2016-08-14,36.0,5.0,46.0,451.0,276.0,27.0
2016-08-15,37.0,5.0,58.0,450.0,213.0,76.0
2016-08-16,40.0,7.0,64.0,428.0,208.0,66.0
2016-08-17,47.0,2.0,42.0,485.0,224.0,60.0
2016-08-18,58.0,5.0,54.0,388.0,204.0,55.0
2016-08-19,47.0,8.0,41.0,433.0,213.0,48.0
2016-08-20,35.0,7.0,47.0,439.0,261.0,52.0
2016-08-21,31.0,8.0,39.0,406.0,267.0,33.0
2016-08-22,31.0,5.0,46.0,423.0,178.0,43.0
2016-08-23,40.0,7.0,48.0,400.0,211.0,45.0
2016-08-24,40.0,8.0,57.0,471.0,192.0,54.0
2016-08-25,32.0,7.0,48.0,461.0,181.0,40.0
2016-08-26,43.0,8.0,46.0,446.0,205.0,54.0
2016-08-27,33.0,7.0,36.0,431.0,264.0,45.0
2016-08-28,38.0,7.0,37.0,403.0,279.0,41.0
2016-08-29,44.0,6.0,46.0,476.0,255.0,53.0
2016-08-30,39.0,6.0,34.0,427.0,194.0,55.0
2016-08-31,41.0,12.0,49.0,430.0,206.0,37.0
2016-09-01,77.0,7.0,56.0,492.0,242.0,121.0
2016-09-02,55.0,6.0,42.0,431.0,206.0,55.0
2016-09-03,68.0,10.0,48.0,462.0,205.0,33.0
2016-09-04,58.0,9.0,38.0,384.0,245.0,41.0
2016-09-05,54.0,12.0,44.0,411.0,260.0,39.0
2016-09-06,42.0,12.0,57.0,394.0,193.0,61.0
2016-09-07,40.0,7.0,46.0,354.0,220.0,50.0
2016-09-08,39.0,9.0,50.0,450.0,198.0,45.0
2016-09-09,50.0,6.0,43.0,428.0,229.0,62.0
2016-09-10,37.0,4.0,39.0,428.0,222.0,37.0
2016-09-11,33.0,11.0,36.0,421.0,224.0,30.0
2016-09-12,42.0,9.0,55.0,425.0,211.0,49.0
2016-09-13,41.0,4.0,41.0,433.0,213.0,53.0
2016-09-14,61.0,6.0,62.0,429.0,200.0,59.0
2016-09-15,36.0,10.0,47.0,443.0,221.0,65.0
2016-09-16,38.0,9.0,39.0,436.0,210.0,68.0
2016-09-17,39.0,9.0,43.0,454.0,252.0,36.0
2016-09-18,37.0,14.0,40.0,401.0,264.0,24.0
2016-09-19,29.0,9.0,42.0,399.0,187.0,46.0
2016-09-20,39.0,5.0,51.0,430.0,203.0,61.0
2016-09-21,42.0,8.0,47.0,378.0,201.0,55.0
2016-09-22,60.0,7.0,48.0,426.0,226.0,59.0
2016-09-23,85.0,9.0,38.0,424.0,225.0,59.0
2016-09-24,25.0,7.0,57.0,422.0,267.0,55.0
2016-09-25,27.0,7.0,47.0,435.0,261.0,32.0
2016-09-26,34.0,8.0,44.0,427.0,185.0,64.0
2016-09-27,43.0,7.0,42.0,403.0,199.0,38.0
2016-09-28,37.0,3.0,33.0,363.0,156.0,42.0
2016-09-29,37.0,4.0,40.0,381.0,175.0,65.0
2016-09-30,38.0,13.0,45.0,422.0,197.0,57.0
2016-10-01,29.0,8.0,56.0,448.0,207.0,87.0
2016-10-02,28.0,12.0,38.0,369.0,237.0,22.0
2016-10-03,24.0,8.0,45.0,428.0,198.0,65.0
2016-10-04,49.0,11.0,47.0,384.0,187.0,64.0
2016-10-05,53.0,16.0,67.0,395.0,207.0,64.0
2016-10-06,35.0,11.0,56.0,401.0,187.0,61.0
2016-10-07,41.0,9.0,66.0,459.0,218.0,68.0
2016-10-08,26.0,10.0,36.0,397.0,210.0,34.0
2016-10-09,21.0,6.0,38.0,374.0,216.0,26.0
2016-10-10,36.0,7.0,38.0,397.0,184.0,54.0
2016-10-11,32.0,8.0,62.0,360.0,177.0,54.0
2016-10-12,35.0,8.0,58.0,423.0,182.0,33.0
2016-10-13,41.0,7.0,48.0,341.0,191.0,64.0
2016-10-14,47.0,6.0,43.0,445.0,214.0,66.0
2016-10-15,39.0,9.0,52.0,423.0,242.0,54.0
2016-10-16,44.0,5.0,42.0,381.0,274.0,41.0
2016-10-17,45.0,11.0,60.0,418.0,227.0,55.0
2016-10-18,47.0,15.0,50.0,378.0,235.0,43.0
2016-10-19,39.0,12.0,54.0,370.0,201.0,33.0
2016-10-20,38.0,4.0,40.0,388.0,199.0,45.0
2016-10-21,41.0,6.0,44.0,414.0,200.0,54.0
2016-10-22,35.0,11.0,38.0,414.0,206.0,67.0
2016-10-23,41.0,8.0,45.0,408.0,246.0,35.0
2016-10-24,48.0,7.0,50.0,410.0,202.0,52.0
2016-10-25,40.0,8.0,44.0,420.0,176.0,45.0
2016-10-26,29.0,8.0,43.0,383.0,176.0,58.0
2016-10-27,33.0,11.0,40.0,417.0,178.0,49.0
2016-10-28,37.0,9.0,35.0,455.0,192.0,73.0
2016-10-29,42.0,9.0,44.0,409.0,260.0,67.0
2016-10-30,34.0,15.0,52.0,363.0,270.0,51.0
2016-10-31,29.0,12.0,57.0,479.0,223.0,65.0
2016-11-01,47.0,4.0,61.0,428.0,237.0,105.0
2016-11-02,24.0,5.0,37.0,428.0,212.0,38.0
2016-11-03,12.0,9.0,46.0,395.0,270.0,51.0
2016-11-04,22.0,5.0,38.0,457.0,201.0,59.0
2016-11-05,37.0,9.0,35.0,452.0,246.0,39.0
2016-11-06,38.0,10.0,38.0,395.0,239.0,32.0
2016-11-07,30.0,7.0,52.0,417.0,182.0,45.0
2016-11-08,40.0,11.0,43.0,317.0,181.0,49.0
2016-11-09,30.0,7.0,35.0,395.0,171.0,39.0
2016-11-10,34.0,6.0,48.0,409.0,169.0,51.0
2016-11-11,66.0,5.0,61.0,445.0,168.0,53.0
2016-11-12,45.0,5.0,41.0,436.0,218.0,34.0
2016-11-13,40.0,5.0,44.0,357.0,184.0,28.0
2016-11-14,31.0,9.0,44.0,362.0,180.0,41.0
2016-11-15,37.0,4.0,52.0,388.0,174.0,53.0
2016-11-16,49.0,7.0,39.0,408.0,203.0,62.0
2016-11-17,69.0,5.0,44.0,449.0,196.0,43.0
2016-11-18,52.0,8.0,52.0,445.0,177.0,59.0
2016-11-19,21.0,5.0,37.0,397.0,178.0,38.0
2016-11-20,33.0,6.0,44.0,342.0,193.0,43.0
2016-11-21,38.0,13.0,49.0,380.0,145.0,58.0
2016-11-22,47.0,15.0,42.0,403.0,158.0,55.0
2016-11-23,28.0,6.0,45.0,404.0,149.0,65.0
2016-11-24,8.0,5.0,42.0,277.0,184.0,18.0
2016-11-25,43.0,6.0,28.0,385.0,164.0,62.0
2016-11-26,49.0,14.0,43.0,406.0,175.0,30.0
2016-11-27,49.0,9.0,48.0,360.0,200.0,27.0
2016-11-28,23.0,2.0,40.0,425.0,156.0,47.0
2016-11-29,50.0,10.0,40.0,379.0,164.0,54.0
2016-11-30,46.0,3.0,34.0,366.0,191.0,56.0
2016-12-01,26.0,10.0,60.0,413.0,171.0,101.0
2016-12-02,55.0,10.0,62.0,447.0,196.0,60.0
2016-12-03,34.0,7.0,39.0,452.0,177.0,48.0
2016-12-04,26.0,5.0,34.0,320.0,186.0,22.0
2016-12-05,30.0,12.0,47.0,356.0,166.0,61.0
2016-12-06,44.0,4.0,40.0,383.0,166.0,51.0
2016-12-07,26.0,4.0,45.0,372.0,167.0,43.0
2016-12-08,29.0,9.0,41.0,336.0,145.0,45.0
2016-12-09,40.0,3.0,53.0,340.0,163.0,66.0
2016-12-10,40.0,5.0,48.0,331.0,150.0,38.0
2016-12-11,26.0,5.0,28.0,271.0,152.0,28.0
2016-12-12,39.0,4.0,48.0,338.0,135.0,63.0
2016-12-13,32.0,9.0,50.0,300.0,129.0,51.0
2016-12-14,34.0,7.0,39.0,338.0,140.0,50.0
2016-12-15,23.0,4.0,39.0,305.0,134.0,71.0
2016-12-16,31.0,2.0,34.0,386.0,170.0,65.0
2016-12-17,35.0,2.0,28.0,345.0,151.0,51.0
2016-12-18,32.0,6.0,33.0,238.0,184.0,33.0
2016-12-19,23.0,,71.0,333.0,165.0,65.0
2016-12-20,38.0,7.0,62.0,384.0,144.0,55.0
2016-12-21,39.0,10.0,48.0,395.0,164.0,70.0
2016-12-22,32.0,3.0,41.0,399.0,170.0,57.0
2016-12-23,37.0,5.0,47.0,406.0,173.0,59.0
2016-12-24,14.0,4.0,35.0,354.0,162.0,33.0
2016-12-25,9.0,1.0,32.0,247.0,183.0,15.0
2016-12-26,23.0,8.0,37.0,352.0,189.0,34.0
2016-12-27,39.0,5.0,38.0,343.0,163.0,72.0
2016-12-28,32.0,7.0,57.0,412.0,145.0,69.0
2016-12-29,42.0,10.0,47.0,334.0,155.0,59.0
2016-12-30,38.0,7.0,58.0,400.0,168.0,70.0
2016-12-31,23.0,4.0,44.0,388.0,207.0,36.0
2017-01-01,21.0,10.0,76.0,412.0,435.0,113.0
2017-01-02,40.0,5.0,45.0,313.0,156.0,50.0
2017-01-03,47.0,8.0,43.0,361.0,181.0,74.0
2017-01-04,34.0,2.0,54.0,327.0,135.0,58.0
2017-01-05,31.0,6.0,57.0,319.0,133.0,60.0
2017-01-06,38.0,8.0,41.0,327.0,141.0,39.0
2017-01-07,39.0,6.0,45.0,311.0,173.0,43.0
2017-01-08,34.0,9.0,55.0,299.0,166.0,25.0
2017-01-09,53.0,5.0,51.0,403.0,141.0,54.0
2017-01-10,28.0,4.0,57.0,379.0,169.0,66.0
2017-01-11,40.0,8.0,55.0,330.0,171.0,54.0
2017-01-12,40.0,5.0,71.0,333.0,150.0,44.0
2017-01-13,50.0,4.0,58.0,448.0,175.0,63.0
2017-01-14,61.0,5.0,52.0,333.0,183.0,48.0
2017-01-15,46.0,9.0,43.0,343.0,173.0,41.0
2017-01-16,31.0,7.0,40.0,354.0,179.0,40.0
2017-01-17,48.0,7.0,43.0,390.0,154.0,58.0
2017-01-18,41.0,6.0,51.0,389.0,157.0,61.0
2017-01-19,73.0,6.0,51.0,375.0,168.0,62.0
2017-01-20,58.0,15.0,54.0,424.0,183.0,49.0
2017-01-21,64.0,7.0,49.0,416.0,205.0,44.0
2017-01-22,59.0,11.0,63.0,374.0,204.0,29.0
2017-01-23,43.0,12.0,46.0,430.0,195.0,62.0
2017-01-24,41.0,7.0,51.0,404.0,170.0,59.0
2017-01-25,40.0,6.0,48.0,410.0,186.0,59.0
2017-01-26,42.0,8.0,38.0,373.0,166.0,46.0
2017-01-27,78.0,7.0,61.0,390.0,176.0,66.0
2017-01-28,56.0,7.0,37.0,400.0,180.0,48.0
2017-01-29,55.0,7.0,39.0,343.0,160.0,29.0
2017-01-30,37.0,7.0,46.0,404.0,191.0,69.0
2017-01-31,50.0,14.0,48.0,396.0,167.0,54.0
2017-02-01,59.0,15.0,66.0,389.0,194.0,83.0
2017-02-02,41.0,5.0,41.0,354.0,154.0,74.0
2017-02-03,71.0,7.0,48.0,342.0,144.0,53.0
2017-02-04,47.0,2.0,43.0,344.0,170.0,29.0
2017-02-05,43.0,6.0,41.0,359.0,204.0,38.0
2017-02-06,39.0,7.0,46.0,401.0,194.0,73.0
2017-02-07,31.0,9.0,47.0,355.0,178.0,69.0
2017-02-08,41.0,2.0,58.0,335.0,170.0,58.0
2017-02-09,55.0,5.0,52.0,349.0,152.0,53.0
2017-02-10,58.0,10.0,61.0,356.0,194.0,63.0
2017-02-11,37.0,11.0,45.0,392.0,173.0,46.0
2017-02-12,43.0,7.0,39.0,333.0,217.0,37.0
2017-02-13,43.0,9.0,55.0,386.0,171.0,52.0
2017-02-14,36.0,12.0,65.0,343.0,210.0,45.0
2017-02-15,51.0,7.0,55.0,329.0,180.0,46.0
2017-02-16,51.0,8.0,44.0,355.0,163.0,49.0
2017-02-17,67.0,10.0,61.0,425.0,191.0,71.0
2017-02-18,60.0,9.0,57.0,360.0,216.0,42.0
2017-02-19,39.0,8.0,34.0,355.0,207.0,29.0
2017-02-20,53.0,8.0,45.0,362.0,197.0,45.0
2017-02-21,47.0,12.0,50.0,331.0,187.0,48.0
2017-02-22,50.0,9.0,65.0,314.0,213.0,48.0
2017-02-23,77.0,7.0,64.0,289.0,163.0,51.0
2017-02-24,50.0,8.0,48.0,321.0,177.0,52.0
2017-02-25,50.0,3.0,34.0,307.0,162.0,37.0
2017-02-26,51.0,3.0,51.0,270.0,166.0,33.0
2017-02-27,41.0,2.0,45.0,308.0,179.0,54.0
2017-02-28,40.0,6.0,31.0,320.0,165.0,63.0
2017-03-01,48.0,8.0,69.0,308.0,169.0,107.0
2017-03-02,71.0,3.0,55.0,274.0,164.0,57.0
2017-03-03,60.0,7.0,45.0,326.0,169.0,66.0
2017-03-04,60.0,8.0,36.0,305.0,180.0,44.0
2017-03-05,48.0,11.0,45.0,336.0,186.0,28.0
2017-03-06,41.0,5.0,44.0,349.0,190.0,52.0
2017-03-07,39.0,9.0,59.0,318.0,197.0,58.0
2017-03-08,61.0,7.0,51.0,286.0,195.0,65.0
2017-03-09,61.0,8.0,49.0,333.0,178.0,45.0
2017-03-10,53.0,12.0,56.0,316.0,171.0,55.0
2017-03-11,46.0,4.0,53.0,320.0,197.0,33.0
2017-03-12,44.0,4.0,52.0,248.0,163.0,39.0
2017-03-13,31.0,6.0,44.0,248.0,166.0,44.0
2017-03-14,27.0,5.0,41.0,206.0,132.0,55.0
2017-03-15,51.0,7.0,44.0,281.0,166.0,54.0
2017-03-16,50.0,10.0,53.0,321.0,183.0,46.0
2017-03-17,55.0,8.0,54.0,359.0,180.0,51.0
2017-03-18,36.0,9.0,39.0,355.0,200.0,35.0
2017-03-19,52.0,6.0,41.0,265.0,204.0,36.0
2017-03-20,42.0,7.0,51.0,331.0,196.0,62.0
2017-03-21,53.0,6.0,49.0,301.0,187.0,50.0
2017-03-22,44.0,6.0,38.0,328.0,195.0,34.0
2017-03-23,58.0,4.0,45.0,318.0,185.0,52.0
2017-03-24,66.0,6.0,49.0,379.0,221.0,56.0
2017-03-25,52.0,8.0,52.0,340.0,207.0,32.0
2017-03-26,50.0,10.0,48.0,332.0,221.0,41.0
2017-03-27,47.0,13.0,53.0,341.0,206.0,57.0
2017-03-28,39.0,10.0,47.0,333.0,196.0,48.0
2017-03-29,41.0,7.0,55.0,337.0,180.0,49.0
2017-03-30,50.0,9.0,43.0,347.0,183.0,52.0
2017-03-31,59.0,10.0,60.0,377.0,205.0,61.0
2017-04-01,45.0,9.0,50.0,407.0,203.0,74.0
2017-04-02,36.0,8.0,48.0,340.0,226.0,31.0
2017-04-03,42.0,5.0,41.0,355.0,184.0,60.0
2017-04-04,49.0,9.0,77.0,314.0,206.0,53.0
2017-04-05,26.0,8.0,47.0,320.0,176.0,54.0
2017-04-06,40.0,6.0,45.0,340.0,188.0,44.0
2017-04-07,61.0,7.0,56.0,357.0,165.0,54.0
2017-04-08,53.0,5.0,40.0,344.0,203.0,48.0
2017-04-09,58.0,6.0,48.0,351.0,264.0,31.0
2017-04-10,44.0,10.0,60.0,312.0,178.0,75.0
2017-04-11,78.0,7.0,63.0,331.0,172.0,50.0
2017-04-12,37.0,13.0,54.0,367.0,192.0,61.0
2017-04-13,51.0,7.0,45.0,333.0,170.0,56.0
2017-04-14,63.0,9.0,57.0,367.0,212.0,61.0
2017-04-15,47.0,15.0,44.0,396.0,254.0,55.0
2017-04-16,39.0,7.0,51.0,313.0,249.0,25.0
2017-04-17,38.0,8.0,63.0,352.0,223.0,54.0
2017-04-18,69.0,10.0,61.0,342.0,212.0,40.0
2017-04-19,52.0,7.0,52.0,389.0,197.0,57.0
2017-04-20,56.0,9.0,42.0,374.0,189.0,41.0
2017-04-21,83.0,4.0,74.0,394.0,202.0,56.0
2017-04-22,53.0,8.0,54.0,324.0,220.0,41.0
2017-04-23,55.0,7.0,52.0,335.0,226.0,27.0
2017-04-24,47.0,10.0,43.0,351.0,232.0,49.0
2017-04-25,57.0,11.0,53.0,381.0,201.0,53.0
2017-04-26,67.0,12.0,55.0,339.0,244.0,39.0
2017-04-27,54.0,10.0,63.0,337.0,201.0,49.0
2017-04-28,83.0,21.0,48.0,369.0,251.0,56.0
2017-04-29,37.0,7.0,41.0,325.0,164.0,39.0
2017-04-30,48.0,3.0,48.0,336.0,190.0,30.0
2017-05-01,41.0,6.0,73.0,369.0,213.0,112.0
2017-05-02,48.0,10.0,51.0,320.0,195.0,61.0
2017-05-03,52.0,8.0,57.0,354.0,215.0,53.0
2017-05-04,57.0,5.0,39.0,373.0,213.0,53.0
2017-05-05,68.0,12.0,63.0,353.0,233.0,64.0
2017-05-06,46.0,4.0,42.0,367.0,208.0,40.0
2017-05-07,24.0,10.0,40.0,311.0,221.0,24.0
2017-05-08,53.0,11.0,54.0,353.0,174.0,58.0
2017-05-09,50.0,5.0,53.0,348.0,200.0,49.0
2017-05-10,37.0,10.0,51.0,346.0,170.0,45.0
2017-05-11,58.0,5.0,42.0,377.0,213.0,35.0
2017-05-12,66.0,6.0,68.0,415.0,234.0,58.0
2017-05-13,61.0,14.0,52.0,351.0,208.0,37.0
2017-05-14,49.0,9.0,46.0,330.0,246.0,27.0
2017-05-15,55.0,10.0,59.0,422.0,247.0,74.0
2017-05-16,57.0,5.0,45.0,363.0,236.0,40.0
2017-05-17,52.0,9.0,43.0,400.0,286.0,38.0
2017-05-18,44.0,6.0,47.0,370.0,246.0,62.0
2017-05-19,59.0,4.0,44.0,407.0,203.0,59.0
2017-05-20,58.0,6.0,47.0,342.0,171.0,40.0
2017-05-21,56.0,8.0,60.0,357.0,283.0,25.0
2017-05-22,50.0,11.0,53.0,388.0,236.0,55.0
2017-05-23,58.0,9.0,58.0,347.0,218.0,42.0
2017-05-24,52.0,8.0,49.0,414.0,194.0,42.0
2017-05-25,46.0,9.0,61.0,361.0,228.0,54.0
2017-05-26,64.0,14.0,66.0,379.0,197.0,44.0
2017-05-27,78.0,22.0,33.0,380.0,249.0,39.0
2017-05-28,43.0,11.0,59.0,308.0,254.0,29.0
2017-05-29,57.0,11.0,52.0,354.0,263.0,28.0
2017-05-30,41.0,15.0,61.0,398.0,245.0,52.0
2017-05-31,51.0,9.0,58.0,352.0,219.0,46.0
2017-06-01,56.0,10.0,59.0,373.0,231.0,89.0
2017-06-02,60.0,6.0,44.0,432.0,245.0,51.0
2017-06-03,53.0,8.0,48.0,417.0,253.0,43.0
2017-06-04,52.0,9.0,40.0,398.0,283.0,36.0
2017-06-05,36.0,8.0,35.0,370.0,228.0,54.0
2017-06-06,48.0,8.0,45.0,411.0,243.0,64.0
2017-06-07,43.0,11.0,44.0,391.0,235.0,58.0
2017-06-08,40.0,13.0,49.0,400.0,211.0,55.0
2017-06-09,66.0,10.0,44.0,410.0,237.0,47.0
2017-06-10,55.0,5.0,46.0,382.0,254.0,39.0
2017-06-11,43.0,7.0,48.0,391.0,289.0,34.0
2017-06-12,54.0,3.0,43.0,369.0,228.0,42.0
2017-06-13,44.0,10.0,53.0,419.0,219.0,61.0
2017-06-14,32.0,6.0,52.0,409.0,213.0,50.0
