Date,Temp (F) avg,Event,Consensual,Disturbance,Property,Violent,White Collar,Total
2016-05-07,57,"Rain , Thunderstorm",24,3.0,391,242,53,740.0
2016-05-08,56,Clear,47,13.0,316,270,39,726.0
2016-05-09,54,Rain,53,10.0,342,223,53,729.0
2016-05-10,57,Rain,55,8.0,338,204,51,709.0
2016-05-11,60,"Fog , Rain , Thunderstorm",60,8.0,378,213,55,756.0
2016-05-12,62,"Rain , Thunderstorm",62,10.0,330,204,43,686.0
2016-05-13,55,Rain,65,9.0,403,217,58,805.0
2016-05-14,44,Rain,63,5.0,357,199,34,719.0
2016-05-15,45,Clear,54,5.0,353,242,30,738.0
2016-05-16,58,Rain,66,6.0,364,230,58,782.0
2016-05-17,51,Rain,59,10.0,331,186,42,688.0
2016-05-18,53,Clear,63,11.0,419,222,42,799.0
2016-05-19,54,Clear,107,6.0,360,199,39,762.0
2016-05-20,56,Clear,71,8.0,409,212,50,802.0
2016-05-21,64,Clear,54,10.0,403,233,42,791.0
2016-05-22,65,Clear,62,10.0,359,254,22,750.0
2016-05-23,65,Clear,65,8.0,370,222,56,781.0
2016-05-24,73,Clear,62,14.0,391,242,53,803.0
2016-05-25,75,"Rain , Thunderstorm",45,6.0,330,238,47,717.0
2016-05-26,73,Clear,53,6.0,359,244,38,765.0
2016-05-27,74,"Rain , Thunderstorm",61,11.0,401,231,34,797.0
2016-05-28,73,Thunderstorm,71,9.0,393,242,30,791.0
2016-05-29,71,Clear,64,12.0,376,274,26,798.0
2016-05-30,75,Clear,61,8.0,378,295,26,817.0
2016-05-31,73,"Rain , Thunderstorm",61,7.0,359,214,49,754.0
2016-06-01,71,Rain,64,13.0,391,245,106,891.0
2016-06-02,68,Clear,58,13.0,381,244,49,796.0
2016-06-03,70,Clear,77,11.0,367,256,42,817.0
2016-06-04,67,Rain,55,8.0,344,272,102,826.0
2016-06-05,70,Rain,55,6.0,362,248,69,778.0
2016-06-06,71,Clear,58,6.0,364,232,72,790.0
2016-06-07,59,Clear,70,8.0,354,208,77,754.0
2016-06-08,61,Clear,71,11.0,378,189,51,742.0
2016-06-09,63,Rain,59,10.0,320,207,76,723.0
2016-06-10,77,"Fog , Rain , Thunderstorm",54,4.0,396,214,52,762.0
2016-06-11,81,Clear,56,16.0,388,259,47,814.0
2016-06-12,69,Clear,76,6.0,422,271,21,849.0
2016-06-13,70,Clear,43,11.0,379,238,74,793.0
2016-06-14,76,Clear,68,8.0,374,250,74,835.0
2016-06-15,79,"Rain , Thunderstorm",69,12.0,368,229,56,785.0
2016-06-16,70,Clear,57,12.0,403,237,43,817.0
2016-06-17,73,Clear,55,7.0,395,258,55,824.0
2016-06-18,73,Clear,47,7.0,383,254,30,761.0
2016-06-19,76,Clear,33,15.0,384,314,26,809.0
2016-06-20,82,Rain,47,7.0,400,282,54,852.0
2016-06-21,74,Clear,44,9.0,407,258,45,822.0
2016-06-22,72,"Fog , Rain , Thunderstorm",48,18.0,356,223,54,749.0
2016-06-23,71,Fog,55,15.0,390,238,51,799.0
2016-06-24,72,Clear,63,12.0,420,227,45,806.0
2016-06-25,77,Clear,45,9.0,434,237,36,810.0
2016-06-26,81,Rain,29,9.0,386,275,23,771.0
2016-06-27,80,Clear,53,7.0,387,225,49,768.0
2016-06-28,64,Clear,63,9.0,377,211,57,766.0
2016-06-29,68,Clear,67,9.0,399,225,57,803.0
2016-06-30,68,Clear,93,9.0,434,210,50,848.0
2016-07-01,66,Clear,83,14.0,441,240,106,941.0
2016-07-02,65,Clear,67,8.0,357,232,26,756.0
2016-07-03,66,Clear,71,10.0,386,237,29,780.0
2016-07-04,73,Clear,54,17.0,405,297,16,844.0
2016-07-05,77,Clear,68,6.0,420,304,44,893.0
2016-07-06,78,"Rain , Thunderstorm",53,7.0,381,211,42,742.0
2016-07-07,77,Rain,65,11.0,407,194,68,787.0
2016-07-08,77,Fog,52,9.0,412,219,46,789.0
2016-07-09,72,Clear,43,7.0,361,237,40,727.0
2016-07-10,71,Clear,35,10.0,386,245,36,758.0
2016-07-11,80,Clear,38,7.0,359,205,37,699.0
2016-07-12,81,Clear,52,4.0,381,211,69,777.0
2016-07-13,76,"Rain , Thunderstorm",58,4.0,378,185,57,726.0
2016-07-14,78,Clear,63,8.0,421,173,46,767.0
2016-07-15,68,Rain,60,7.0,458,214,52,842.0
2016-07-16,67,Clear,42,8.0,430,220,38,780.0
2016-07-17,72,"Rain , Thunderstorm",46,8.0,415,240,30,785.0
2016-07-18,80,Clear,48,9.0,434,202,49,797.0
2016-07-19,80,Clear,58,6.0,436,192,49,791.0
2016-07-20,79,Clear,46,8.0,439,213,60,820.0
2016-07-21,82,"Rain , Thunderstorm",54,3.0,415,194,58,784.0
2016-07-22,81,Rain,67,8.0,399,220,52,790.0
2016-07-23,81,"Rain , Thunderstorm",42,8.0,454,240,42,810.0
2016-07-24,82,"Rain , Thunderstorm",45,7.0,406,261,29,789.0
2016-07-25,81,Clear,60,11.0,431,216,57,825.0
2016-07-26,79,Clear,63,5.0,472,226,62,873.0
2016-07-27,79,Clear,52,4.0,430,211,46,795.0
2016-07-28,77,"Rain , Thunderstorm",60,6.0,397,204,61,773.0
2016-07-29,76,"Rain , Thunderstorm",49,5.0,437,199,53,801.0
2016-07-30,73,Clear,50,11.0,513,260,43,924.0
2016-07-31,73,Clear,30,9.0,474,236,35,813.0
2016-08-01,75,Clear,43,7.0,416,217,113,855.0
2016-08-02,77,Clear,39,6.0,396,233,63,788.0
2016-08-03,80,Clear,53,8.0,408,190,59,770.0
2016-08-04,81,Rain,47,5.0,393,226,59,790.0
2016-08-05,79,Rain,51,12.0,459,233,55,860.0
2016-08-06,75,Clear,41,4.0,407,281,41,826.0
2016-08-07,73,Clear,48,12.0,435,261,42,836.0
2016-08-08,78,Clear,37,8.0,436,209,70,801.0
2016-08-09,78,Clear,46,9.0,340,207,60,722.0
2016-08-10,79,Clear,42,4.0,359,202,61,719.0
2016-08-11,83,Clear,61,7.0,448,225,56,850.0
2016-08-12,79,"Rain , Thunderstorm",50,3.0,434,165,39,743.0
2016-08-13,78,Clear,30,13.0,453,230,46,824.0
2016-08-14,76,Clear,36,5.0,451,276,27,841.0
2016-08-15,73,Clear,37,5.0,450,213,76,839.0
2016-08-16,80,Rain,40,7.0,428,208,66,813.0
2016-08-17,79,Clear,47,2.0,485,224,60,860.0
2016-08-18,78,"Rain , Thunderstorm",58,5.0,388,204,55,764.0
2016-08-19,75,"Rain , Thunderstorm",47,8.0,433,213,48,790.0
2016-08-20,72,"Rain , Thunderstorm",35,7.0,439,261,52,841.0
2016-08-21,67,Clear,31,8.0,406,267,33,784.0
2016-08-22,67,Clear,31,5.0,423,178,43,726.0
2016-08-23,71,Clear,40,7.0,400,211,45,751.0
2016-08-24,77,Rain,40,8.0,471,192,54,822.0
2016-08-25,76,"Rain , Thunderstorm",32,7.0,461,181,40,769.0
2016-08-26,74,"Rain , Thunderstorm",43,8.0,446,205,54,802.0
2016-08-27,76,Rain,33,7.0,431,264,45,816.0
2016-08-28,77,Thunderstorm,38,7.0,403,279,41,805.0
2016-08-29,78,"Rain , Thunderstorm",44,6.0,476,255,53,880.0
2016-08-30,77,"Rain , Thunderstorm",39,6.0,427,194,55,755.0
2016-08-31,70,Clear,41,12.0,430,206,37,775.0
2016-09-01,68,Clear,77,7.0,492,242,121,995.0
2016-09-02,68,Clear,55,6.0,431,206,55,795.0
2016-09-03,66,Clear,68,10.0,462,205,33,826.0
2016-09-04,70,Clear,58,9.0,384,245,41,775.0
2016-09-05,75,Clear,54,12.0,411,260,39,820.0
2016-09-06,83,Clear,42,12.0,394,193,61,759.0
2016-09-07,82,"Rain , Thunderstorm",40,7.0,354,220,50,717.0
2016-09-08,76,Rain,39,9.0,450,198,45,791.0
2016-09-09,72,Clear,50,6.0,428,229,62,818.0
2016-09-10,66,Rain,37,4.0,428,222,37,767.0
2016-09-11,64,Clear,33,11.0,421,224,30,755.0
2016-09-12,67,Clear,42,9.0,425,211,49,791.0
2016-09-13,75,Rain,41,4.0,433,213,53,785.0
2016-09-14,69,Rain,61,6.0,429,200,59,817.0
2016-09-15,69,Clear,36,10.0,443,221,65,822.0
2016-09-16,74,Clear,38,9.0,436,210,68,800.0
2016-09-17,74,Rain,39,9.0,454,252,36,833.0
2016-09-18,69,Clear,37,14.0,401,264,24,780.0
2016-09-19,72,Clear,29,9.0,399,187,46,712.0
2016-09-20,75,Rain,39,5.0,430,203,61,789.0
2016-09-21,70,"Rain , Thunderstorm",42,8.0,378,201,55,731.0
2016-09-22,73,Clear,60,7.0,426,226,59,826.0
2016-09-23,70,Clear,85,9.0,424,225,59,840.0
2016-09-24,70,Clear,25,7.0,422,267,55,833.0
2016-09-25,74,Rain,27,7.0,435,261,32,809.0
2016-09-26,63,Rain,34,8.0,427,185,64,762.0
2016-09-27,61,Clear,43,7.0,403,199,38,732.0
2016-09-28,55,"Rain , Thunderstorm",37,3.0,363,156,42,634.0
2016-09-29,62,Rain,37,4.0,381,175,65,702.0
2016-09-30,62,Rain,38,13.0,422,197,57,772.0
2016-10-01,61,"Rain , Thunderstorm",29,8.0,448,207,87,835.0
2016-10-02,61,"Fog , Rain",28,12.0,369,237,22,706.0
2016-10-03,62,Clear,24,8.0,428,198,65,768.0
2016-10-04,68,Clear,49,11.0,384,187,64,742.0
2016-10-05,70,Clear,53,16.0,395,207,64,802.0
2016-10-06,66,"Rain , Thunderstorm",35,11.0,401,187,61,751.0
2016-10-07,59,Clear,41,9.0,459,218,68,861.0
2016-10-08,53,Clear,26,10.0,397,210,34,713.0
2016-10-09,55,Clear,21,6.0,374,216,26,681.0
2016-10-10,58,Clear,36,7.0,397,184,54,716.0
2016-10-11,64,Rain,32,8.0,360,177,54,693.0
2016-10-12,57,"Rain , Thunderstorm",35,8.0,423,182,33,739.0
2016-10-13,48,Clear,41,7.0,341,191,64,692.0
2016-10-14,52,Clear,47,6.0,445,214,66,821.0
2016-10-15,62,Rain,39,9.0,423,242,54,819.0
2016-10-16,69,"Rain , Thunderstorm",44,5.0,381,274,41,787.0
2016-10-17,75,Clear,45,11.0,418,227,55,816.0
2016-10-18,66,Clear,47,15.0,378,235,43,768.0
2016-10-19,60,Rain,39,12.0,370,201,33,709.0
2016-10-20,51,Clear,38,4.0,388,199,45,714.0
2016-10-21,46,Clear,41,6.0,414,200,54,759.0
2016-10-22,49,Clear,35,11.0,414,206,67,771.0
2016-10-23,57,Clear,41,8.0,408,246,35,783.0
2016-10-24,49,Clear,48,7.0,410,202,52,769.0
2016-10-25,45,Rain,40,8.0,420,176,45,733.0
2016-10-26,48,"Rain , Thunderstorm",29,8.0,383,176,58,697.0
2016-10-27,47,Clear,33,11.0,417,178,49,728.0
2016-10-28,52,Clear,37,9.0,455,192,73,801.0
2016-10-29,64,Clear,42,9.0,409,260,67,831.0
2016-10-30,49,"Rain , Thunderstorm",34,15.0,363,270,51,785.0
2016-10-31,48,Clear,29,12.0,479,223,65,865.0
2016-11-01,68,Clear,47,4.0,428,237,105,882.0
2016-11-02,60,"Rain , Thunderstorm",24,5.0,428,212,38,744.0
2016-11-03,58,Clear,12,9.0,395,270,51,783.0
2016-11-04,52,Clear,22,5.0,457,201,59,782.0
2016-11-05,56,Clear,37,9.0,452,246,39,818.0
2016-11-06,56,Clear,38,10.0,395,239,32,752.0
2016-11-07,54,Clear,30,7.0,417,182,45,733.0
2016-11-08,56,Rain,40,11.0,317,181,49,641.0
2016-11-09,50,Clear,30,7.0,395,171,39,677.0
2016-11-10,52,Clear,34,6.0,409,169,51,717.0
2016-11-11,45,Clear,66,5.0,445,168,53,798.0
2016-11-12,42,Clear,45,5.0,436,218,34,779.0
2016-11-13,46,Clear,40,5.0,357,184,28,658.0
2016-11-14,51,Clear,31,9.0,362,180,41,667.0
2016-11-15,46,Fog,37,4.0,388,174,53,708.0
2016-11-16,50,Clear,49,7.0,408,203,62,768.0
2016-11-17,58,Clear,69,5.0,449,196,43,806.0
2016-11-18,53,"Rain , Thunderstorm",52,8.0,445,177,59,793.0
2016-11-19,34,Snow,21,5.0,397,178,38,676.0
2016-11-20,29,Clear,33,6.0,342,193,43,661.0
2016-11-21,32,Clear,38,13.0,380,145,58,683.0
2016-11-22,33,Rain,47,15.0,403,158,55,720.0
2016-11-23,41,Rain,28,6.0,404,149,65,697.0
2016-11-24,39,Rain,8,5.0,277,184,18,534.0
2016-11-25,37,Rain,43,6.0,385,164,62,688.0
2016-11-26,40,Clear,49,14.0,406,175,30,717.0
2016-11-27,38,Rain,49,9.0,360,200,27,693.0
2016-11-28,46,Rain,23,2.0,425,156,47,693.0
2016-11-29,51,Clear,50,10.0,379,164,54,697.0
2016-11-30,40,Rain,46,3.0,366,191,56,696.0
2016-12-01,38,Rain,26,10.0,413,171,101,781.0
2016-12-02,37,Clear,55,10.0,447,196,60,830.0
2016-12-03,32,Clear,34,7.0,452,177,48,757.0
2016-12-04,30,"Fog , Snow",26,5.0,320,186,22,593.0
2016-12-05,33,Clear,30,12.0,356,166,61,672.0
2016-12-06,33,Fog,44,4.0,383,166,51,688.0
2016-12-07,25,Snow,26,4.0,372,167,43,657.0
2016-12-08,21,Snow,29,9.0,336,145,45,605.0
2016-12-09,22,Snow,40,3.0,340,163,66,665.0
2016-12-10,21,Snow,40,5.0,331,150,38,612.0
2016-12-11,28,"Fog , Snow",26,5.0,271,152,28,510.0
2016-12-12,20,Clear,39,4.0,338,135,63,627.0
2016-12-13,12,Snow,32,9.0,300,129,51,571.0
2016-12-14,11,Snow,34,7.0,338,140,50,608.0
2016-12-15,4,Clear,23,4.0,305,134,71,576.0
2016-12-16,14,"Fog , Snow",31,2.0,386,170,65,688.0
2016-12-17,20,Snow,35,2.0,345,151,51,612.0
2016-12-18,6,Snow,32,6.0,238,184,33,526.0
2016-12-19,1,Clear,23,,333,165,65,657.0
2016-12-20,21,Clear,38,7.0,384,144,55,690.0
2016-12-21,28,Clear,39,10.0,395,164,70,726.0
2016-12-22,31,Clear,32,3.0,399,170,57,702.0
2016-12-23,31,"Rain , Snow",37,5.0,406,173,59,727.0
2016-12-24,36,Clear,14,4.0,354,162,33,602.0
2016-12-25,36,"Fog , Rain",9,1.0,247,183,15,487.0
2016-12-26,41,"Fog , Rain",23,8.0,352,189,34,643.0
2016-12-27,24,Clear,39,5.0,343,163,72,660.0
2016-12-28,32,Clear,32,7.0,412,145,69,722.0
2016-12-29,33,Snow,42,10.0,334,155,59,647.0
2016-12-30,31,Clear,38,7.0,400,168,70,741.0
2016-12-31,32,Clear,23,4.0,388,207,36,702.0
2017-01-01,28,Clear,21,10.0,412,435,113,1067.0
2017-01-02,34,"Fog , Rain",40,5.0,313,156,50,609.0
2017-01-03,29,"Fog , Rain",47,8.0,361,181,74,714.0
2017-01-04,13,Clear,34,2.0,327,135,58,610.0
2017-01-05,8,Snow,31,6.0,319,133,60,606.0
2017-01-06,5,Clear,38,8.0,327,141,39,594.0
2017-01-07,9,Clear,39,6.0,311,173,43,617.0
2017-01-08,11,Clear,34,9.0,299,166,25,588.0
2017-01-09,26,Snow,53,5.0,403,141,54,707.0
2017-01-10,38,Rain,28,4.0,379,169,66,703.0
2017-01-11,34,"Fog , Rain , Thunderstorm",40,8.0,330,171,54,658.0
2017-01-12,24,"Rain , Snow",40,5.0,333,150,44,643.0
2017-01-13,22,Clear,50,4.0,448,175,63,798.0
2017-01-14,28,Clear,61,5.0,333,183,48,682.0
2017-01-15,28,Clear,46,9.0,343,173,41,655.0
2017-01-16,34,Rain,31,7.0,354,179,40,651.0
2017-01-17,37,"Rain , Thunderstorm",48,7.0,390,154,58,700.0
2017-01-18,33,Rain,41,6.0,389,157,61,705.0
2017-01-19,36,Rain,73,6.0,375,168,62,735.0
2017-01-20,41,"Fog , Rain",58,15.0,424,183,49,783.0
2017-01-21,50,Fog,64,7.0,416,205,44,785.0
2017-01-22,42,"Fog , Rain",59,11.0,374,204,29,740.0
2017-01-23,39,Clear,43,12.0,430,195,62,788.0
2017-01-24,36,Clear,41,7.0,404,170,59,732.0
2017-01-25,38,"Rain , Snow",40,6.0,410,186,59,749.0
2017-01-26,32,"Rain , Snow",42,8.0,373,166,46,673.0
2017-01-27,28,Snow,78,7.0,390,176,66,778.0
2017-01-28,27,Clear,56,7.0,400,180,48,728.0
2017-01-29,25,Snow,55,7.0,343,160,29,633.0
2017-01-30,26,Snow,37,7.0,404,191,69,754.0
2017-01-31,37,Rain,50,14.0,396,167,54,729.0
2017-02-01,30,Snow,59,15.0,389,194,83,806.0
2017-02-02,19,Clear,41,5.0,354,154,74,669.0
2017-02-03,21,Clear,71,7.0,342,144,53,665.0
2017-02-04,22,Clear,47,2.0,344,170,29,635.0
2017-02-05,31,Clear,43,6.0,359,204,38,691.0
2017-02-06,38,"Fog , Rain",39,7.0,401,194,73,760.0
2017-02-07,41,"Fog , Rain , Thunderstorm",31,9.0,355,178,69,689.0
2017-02-08,26,Clear,41,2.0,335,170,58,664.0
2017-02-09,19,Clear,55,5.0,349,152,53,666.0
2017-02-10,30,Clear,58,10.0,356,194,63,742.0
2017-02-11,42,Clear,37,11.0,392,173,46,704.0
2017-02-12,39,Clear,43,7.0,333,217,37,676.0
2017-02-13,35,Clear,43,9.0,386,171,52,716.0
2017-02-14,41,Clear,36,12.0,343,210,45,711.0
2017-02-15,31,Clear,51,7.0,329,180,46,668.0
2017-02-16,36,Clear,51,8.0,355,163,49,670.0
2017-02-17,47,Clear,67,10.0,425,191,71,825.0
2017-02-18,55,Clear,60,9.0,360,216,42,744.0
2017-02-19,52,Clear,39,8.0,355,207,29,672.0
2017-02-20,56,Clear,53,8.0,362,197,45,710.0
2017-02-21,58,Rain,47,12.0,331,187,48,675.0
2017-02-22,59,Fog,50,9.0,314,213,48,699.0
2017-02-23,49,Rain,77,7.0,289,163,51,651.0
2017-02-24,37,"Rain , Thunderstorm",50,8.0,321,177,52,656.0
2017-02-25,28,Snow,50,3.0,307,162,37,593.0
2017-02-26,35,Rain,51,3.0,270,166,33,574.0
2017-02-27,41,Clear,41,2.0,308,179,54,629.0
2017-02-28,54,"Rain , Thunderstorm",40,6.0,320,165,63,625.0
2017-03-01,43,"Fog , Rain , Snow",48,8.0,308,169,107,709.0
2017-03-02,31,Snow,71,3.0,274,164,57,624.0
2017-03-03,27,Clear,60,7.0,326,169,66,673.0
2017-03-04,35,Snow,60,8.0,305,180,44,633.0
2017-03-05,46,Clear,48,11.0,336,186,28,654.0
2017-03-06,59,Clear,41,5.0,349,190,52,681.0
2017-03-07,55,"Rain , Thunderstorm",39,9.0,318,197,58,680.0
2017-03-08,47,Clear,61,7.0,286,195,65,665.0
2017-03-09,36,Clear,61,8.0,333,178,45,674.0
2017-03-10,30,Clear,53,12.0,316,171,55,663.0
2017-03-11,25,Clear,46,4.0,320,197,33,653.0
2017-03-12,27,Snow,44,4.0,248,163,39,550.0
2017-03-13,28,"Fog , Snow",31,6.0,248,166,44,539.0
2017-03-14,24,"Fog , Snow , Thunderstorm",27,5.0,206,132,55,466.0
2017-03-15,25,Clear,51,7.0,281,166,54,603.0
2017-03-16,30,Clear,50,10.0,321,183,46,663.0
2017-03-17,43,"Rain , Snow",55,8.0,359,180,51,707.0
2017-03-18,39,Clear,36,9.0,355,200,35,674.0
2017-03-19,41,Clear,52,6.0,265,204,36,604.0
2017-03-20,46,"Rain , Thunderstorm",42,7.0,331,196,62,689.0
2017-03-21,44,Clear,53,6.0,301,187,50,646.0
2017-03-22,33,Clear,44,6.0,328,195,34,645.0
2017-03-23,40,"Rain , Thunderstorm",58,4.0,318,185,52,662.0
2017-03-24,62,"Rain , Thunderstorm",66,6.0,379,221,56,777.0
2017-03-25,44,Rain,52,8.0,340,207,32,691.0
2017-03-26,55,Rain,50,10.0,332,221,41,702.0
2017-03-27,47,"Fog , Rain",47,13.0,341,206,57,717.0
2017-03-28,43,Clear,39,10.0,333,196,48,673.0
2017-03-29,42,"Fog , Rain",41,7.0,337,180,49,669.0
2017-03-30,42,"Rain , Thunderstorm",50,9.0,347,183,52,684.0
2017-03-31,40,Rain,59,10.0,377,205,61,772.0
2017-04-01,47,Clear,45,9.0,407,203,74,788.0
2017-04-02,52,Rain,36,8.0,340,226,31,689.0
2017-04-03,50,Rain,42,5.0,355,184,60,687.0
2017-04-04,50,Rain,49,9.0,314,206,53,708.0
2017-04-05,44,Rain,26,8.0,320,176,54,631.0
2017-04-06,45,Rain,40,6.0,340,188,44,663.0
2017-04-07,46,Clear,61,7.0,357,165,54,700.0
2017-04-08,53,Clear,53,5.0,344,203,48,693.0
2017-04-09,67,Clear,58,6.0,351,264,31,758.0
2017-04-10,60,"Rain , Thunderstorm",44,10.0,312,178,75,679.0
2017-04-11,48,Fog,78,7.0,331,172,50,701.0
2017-04-12,49,Clear,37,13.0,367,192,61,724.0
2017-04-13,52,Rain,51,7.0,333,170,56,662.0
2017-04-14,57,Rain,63,9.0,367,212,61,769.0
2017-04-15,72,Clear,47,15.0,396,254,55,811.0
2017-04-16,63,"Rain , Thunderstorm",39,7.0,313,249,25,684.0
2017-04-17,57,Clear,38,8.0,352,223,54,738.0
2017-04-18,59,Clear,69,10.0,342,212,40,734.0
2017-04-19,58,"Rain , Thunderstorm",52,7.0,389,197,57,754.0
2017-04-20,61,Clear,56,9.0,374,189,41,711.0
2017-04-21,49,Clear,83,4.0,394,202,56,813.0
2017-04-22,49,Clear,53,8.0,324,220,41,700.0
2017-04-23,55,Clear,55,7.0,335,226,27,702.0
2017-04-24,57,Clear,47,10.0,351,232,49,732.0
2017-04-25,66,Clear,57,11.0,381,201,53,756.0
2017-04-26,67,Rain,67,12.0,339,244,39,756.0
2017-04-27,52,Rain,54,10.0,337,201,49,714.0
2017-04-28,50,Rain,83,21.0,369,251,56,828.0
2017-04-29,43,"Rain , Thunderstorm",37,7.0,325,164,39,613.0
2017-04-30,45,"Rain , Thunderstorm",48,3.0,336,190,30,655.0
2017-05-01,51,Rain,41,6.0,369,213,112,814.0
2017-05-02,46,Rain,48,10.0,320,195,61,685.0
2017-05-03,46,Clear,52,8.0,354,215,53,739.0
2017-05-04,49,Clear,57,5.0,373,213,53,740.0
2017-05-05,51,Rain,68,12.0,353,233,64,793.0
2017-05-06,51,Rain,46,4.0,367,208,40,707.0
2017-05-07,48,Clear,24,10.0,311,221,24,630.0
2017-05-08,46,Rain,53,11.0,353,174,58,703.0
2017-05-09,52,Rain,50,5.0,348,200,49,705.0
2017-05-10,56,"Rain , Thunderstorm",37,10.0,346,170,45,659.0
2017-05-11,57,Clear,58,5.0,377,213,35,730.0
2017-05-12,59,Clear,66,6.0,415,234,58,847.0
2017-05-13,65,Clear,61,14.0,351,208,37,723.0
2017-05-14,61,Clear,49,9.0,330,246,27,707.0
2017-05-15,66,Thunderstorm,55,10.0,422,247,74,867.0
2017-05-16,74,Clear,57,5.0,363,236,40,746.0
2017-05-17,73,"Rain , Thunderstorm",52,9.0,400,286,38,828.0
2017-05-18,63,"Rain , Thunderstorm",44,6.0,370,246,62,775.0
2017-05-19,47,Rain,59,4.0,407,203,59,776.0
2017-05-20,56,"Rain , Thunderstorm",58,6.0,342,171,40,664.0
2017-05-21,58,"Rain , Thunderstorm",56,8.0,357,283,25,789.0
2017-05-22,61,Clear,50,11.0,388,236,55,793.0
2017-05-23,59,Rain,58,9.0,347,218,42,732.0
2017-05-24,58,Rain,52,8.0,414,194,42,759.0
2017-05-25,61,Clear,46,9.0,361,228,54,759.0
2017-05-26,62,Rain,64,14.0,379,197,44,764.0
2017-05-27,65,Clear,78,22.0,380,249,39,801.0
2017-05-28,67,Thunderstorm,43,11.0,308,254,29,704.0
2017-05-29,66,Clear,57,11.0,354,263,28,765.0
2017-05-30,64,Rain,41,15.0,398,245,52,812.0
2017-05-31,63,Clear,51,9.0,352,219,46,735.0
2017-06-01,66,Clear,56,10.0,373,231,89,818.0
2017-06-02,70,Clear,60,6.0,432,245,51,838.0
2017-06-03,71,Clear,53,8.0,417,253,43,822.0
2017-06-04,79,Clear,52,9.0,398,283,36,818.0
2017-06-05,67,Clear,36,8.0,370,228,54,731.0
2017-06-06,65,Clear,48,8.0,411,243,64,819.0
2017-06-07,67,Clear,43,11.0,391,235,58,782.0
2017-06-08,68,Rain,40,13.0,400,211,55,768.0
2017-06-09,76,"Rain , Thunderstorm",66,10.0,410,237,47,814.0
2017-06-10,77,Clear,55,5.0,382,254,39,781.0
2017-06-11,83,Clear,43,7.0,391,289,34,812.0
2017-06-12,84,Clear,54,3.0,369,228,42,739.0
2017-06-13,78,Thunderstorm,44,10.0,419,219,61,806.0
2017-06-14,80,"Rain , Thunderstorm",32,6.0,409,213,50,762.0
2017-06-15,80,"Rain , Thunderstorm",46,11.0,429,219,62,812.0
2017-06-16,77,"Rain , Thunderstorm",59,11.0,394,245,65,831.0
2017-06-17,78,"Rain , Thunderstorm",45,6.0,428,254,55,823.0
2017-06-18,74,Rain,32,10.0,380,287,34,782.0
2017-06-19,71,"Rain , Hail , Thunderstorm",48,8.0,383,216,34,743.0
2017-06-20,69,Rain,45,8.0,441,224,47,801.0
2017-06-21,68,Clear,59,9.0,410,191,52,782.0
2017-06-22,78,Clear,40,9.0,445,206,68,815.0
2017-06-23,75,"Rain , Thunderstorm",54,6.0,424,196,52,776.0
2017-06-24,67,Rain,52,4.0,415,258,44,817.0
2017-06-25,63,Clear,35,4.0,383,295,28,795.0
2017-06-26,65,Clear,43,11.0,411,216,50,785.0
2017-06-27,64,Clear,54,8.0,397,220,44,768.0
2017-06-28,69,"Fog , Rain , Thunderstorm",44,7.0,378,183,44,701.0
2017-06-29,74,"Rain , Thunderstorm",41,8.0,407,216,53,774.0
2017-06-30,74,Clear,54,9.0,402,214,42,772.0
2017-07-01,74,Clear,62,9.0,407,255,80,885.0
2017-07-02,76,Clear,56,12.0,395,248,21,777.0
2017-07-03,73,Clear,81,9.0,434,219,70,859.0
2017-07-04,74,Clear,51,15.0,388,257,31,793.0
2017-07-05,77,Thunderstorm,55,13.0,421,259,51,851.0
2017-07-06,81,Clear,46,9.0,410,219,44,774.0
2017-07-07,76,"Rain , Thunderstorm",47,13.0,376,220,67,756.0
2017-07-08,71,Clear,51,9.0,374,231,45,758.0
2017-07-09,75,Clear,52,10.0,407,282,25,821.0
2017-07-10,76,"Rain , Thunderstorm",64,8.0,408,192,58,779.0
2017-07-11,78,"Rain , Thunderstorm",47,11.0,395,205,58,767.0
2017-07-12,75,"Rain , Thunderstorm",39,4.0,387,170,40,687.0
2017-07-13,79,"Rain , Thunderstorm",63,7.0,428,227,46,812.0
2017-07-14,68,Clear,55,14.0,406,229,50,794.0
2017-07-15,71,Clear,60,8.0,444,255,59,882.0
2017-07-16,69,Rain,58,10.0,401,267,32,812.0
2017-07-17,68,Clear,42,9.0,470,197,59,835.0
2017-07-18,75,Clear,55,8.0,395,214,63,788.0
2017-07-19,79,"Rain , Thunderstorm",64,9.0,396,199,51,765.0
2017-07-20,79,"Rain , Thunderstorm",50,4.0,401,201,49,757.0
2017-07-21,81,"Rain , Thunderstorm",53,12.0,411,198,42,757.0
2017-07-22,80,"Rain , Thunderstorm",47,3.0,393,232,37,750.0
2017-07-23,80,"Rain , Thunderstorm",42,11.0,418,292,37,842.0
2017-07-24,70,Clear,45,5.0,392,201,75,779.0
2017-07-25,72,Clear,49,8.0,461,195,67,845.0
2017-07-26,75,Rain,55,11.0,382,199,51,750.0
2017-07-27,76,Rain,48,8.0,424,217,45,791.0
2017-07-28,73,Clear,49,6.0,469,211,64,849.0
2017-07-29,72,Clear,55,5.0,379,264,38,793.0
2017-07-30,73,Clear,50,9.0,394,285,33,816.0
2017-07-31,76,Clear,46,12.0,414,206,49,783.0
2017-08-01,77,"Rain , Thunderstorm",50,3.0,480,215,75,907.0
