Date,Temp (F) avg,Event,Consensual,Disturbance,Property,Violent,White Collar,Total
2017-08-02,77,"Rain , Thunderstorm",51,8.0,377,212,51,767.0
2017-08-03,73,"Rain , Thunderstorm",51,8.0,453,224,64,845.0
2017-08-04,62,Clear,60,9.0,531,195,75,922.0
2017-08-05,70,Clear,41,7.0,534,223,59,924.0
2017-08-06,70,Clear,50,7.0,450,280,28,864.0
2017-08-07,69,Clear,54,7.0,422,195,51,771.0
2017-08-08,71,Clear,65,8.0,391,196,56,764.0
2017-08-09,72,Clear,54,9.0,379,218,59,770.0
2017-08-10,73,"Rain , Thunderstorm",45,7.0,430,207,53,787.0
2017-08-11,72,Clear,49,9.0,432,201,38,765.0
2017-08-12,69,Clear,56,8.0,426,245,48,811.0
2017-08-13,69,Clear,37,7.0,370,237,29,729.0
2017-08-14,73,Clear,43,7.0,454,218,46,811.0
2017-08-15,76,Clear,34,6.0,468,195,47,788.0
2017-08-16,78,"Rain , Thunderstorm",35,9.0,424,217,61,792.0
2017-08-17,77,Rain,45,8.0,412,189,54,764.0
2017-08-18,75,Clear,65,8.0,442,236,45,853.0
2017-08-19,75,Clear,57,16.0,457,270,47,889.0
2017-08-20,77,"Rain , Thunderstorm",39,7.0,393,252,30,771.0
2017-08-21,79,"Rain , Thunderstorm",32,9.0,397,224,50,749.0
2017-08-22,73,Rain,46,7.0,422,212,44,777.0
2017-08-23,70,Clear,49,8.0,408,193,40,745.0
2017-08-24,66,Clear,54,9.0,439,182,60,798.0
2017-08-25,63,Clear,94,6.0,388,192,53,764.0
2017-08-26,67,Rain,45,8.0,406,236,42,779.0
2017-08-27,70,Thunderstorm,33,9.0,395,249,28,753.0
2017-08-28,72,"Rain , Thunderstorm",45,10.0,359,173,60,687.0
2017-08-29,69,Rain,65,15.0,366,189,48,724.0
2017-08-30,71,Clear,72,13.0,413,201,50,783.0
2017-08-31,69,Clear,77,15.0,328,209,51,727.0
2017-09-01,60,Clear,79,8.0,413,207,90,855.0
2017-09-02,63,Rain,74,8.0,386,214,35,766.0
2017-09-03,71,Clear,68,8.0,350,246,34,753.0
2017-09-04,72,Rain,66,6.0,316,245,27,713.0
2017-09-05,62,Rain,67,5.0,324,200,67,699.0
2017-09-06,58,Clear,47,10.0,336,162,57,645.0
2017-09-07,62,Clear,48,7.0,388,193,55,725.0
2017-09-08,64,Rain,40,11.0,361,199,46,699.0
2017-09-09,63,Clear,39,10.0,369,219,54,730.0
2017-09-10,60,Clear,41,9.0,358,252,37,736.0
2017-09-11,64,Clear,41,8.0,354,176,60,685.0
2017-09-12,66,Clear,55,6.0,366,197,58,720.0
2017-09-13,68,Clear,45,9.0,369,192,50,702.0
2017-09-14,70,Fog,44,3.0,368,211,60,730.0
2017-09-15,75,Clear,43,8.0,429,232,54,801.0
2017-09-16,77,Clear,53,12.0,431,247,40,828.0
2017-09-17,75,Clear,30,9.0,410,282,40,809.0
2017-09-18,68,Clear,34,11.0,394,227,64,772.0
2017-09-19,72,Rain,44,7.0,363,207,44,705.0
2017-09-20,77,Clear,49,11.0,409,246,61,824.0
2017-09-21,83,Clear,48,11.0,416,228,59,801.0
2017-09-22,83,Clear,59,6.0,403,236,43,793.0
2017-09-23,84,Clear,45,15.0,411,273,45,828.0
2017-09-24,82,Clear,41,4.0,398,281,39,806.0
2017-09-25,80,Clear,54,7.0,410,237,60,818.0
2017-09-26,81,Clear,48,8.0,375,212,55,746.0
2017-09-27,64,Clear,52,4.0,367,213,49,719.0
2017-09-28,64,Clear,45,6.0,359,211,45,711.0
2017-09-29,63,Clear,64,10.0,421,219,56,804.0
2017-09-30,61,Clear,45,6.0,385,225,51,741.0
2017-10-01,60,Clear,41,4.0,381,260,49,788.0
2017-10-02,71,Clear,41,8.0,396,208,52,747.0
2017-10-03,73,Clear,47,11.0,388,189,46,736.0
2017-10-04,67,Rain,44,8.0,403,193,45,736.0
2017-10-05,66,Rain,52,9.0,377,205,51,744.0
2017-10-06,65,Rain,52,5.0,386,202,55,747.0
2017-10-07,70,Rain,30,8.0,398,198,38,707.0
2017-10-08,66,Clear,33,12.0,365,250,30,715.0
2017-10-09,67,Clear,34,14.0,394,214,48,742.0
2017-10-10,61,Rain,32,10.0,373,180,53,694.0
2017-10-11,59,Rain,40,7.0,344,153,38,611.0
2017-10-12,58,Rain,46,7.0,394,198,67,764.0
2017-10-13,64,Clear,50,10.0,407,216,46,766.0
2017-10-14,64,"Rain , Thunderstorm",26,4.0,353,188,33,642.0
2017-10-15,58,Rain,25,6.0,352,195,37,635.0
2017-10-16,53,Clear,31,10.0,422,196,48,754.0
2017-10-17,60,Clear,49,3.0,352,196,65,706.0
2017-10-18,59,Clear,48,9.0,399,212,56,770.0
2017-10-19,61,Clear,33,11.0,402,219,55,766.0
2017-10-20,65,Clear,51,5.0,459,228,57,840.0
2017-10-21,69,Clear,46,10.0,410,247,52,806.0
2017-10-22,61,Rain,41,7.0,385,232,30,732.0
2017-10-23,52,Rain,40,4.0,399,168,58,728.0
2017-10-24,46,Rain,48,6.0,378,165,47,683.0
2017-10-25,46,Clear,50,9.0,376,186,48,710.0
2017-10-26,48,Clear,61,11.0,378,194,59,742.0
2017-10-27,45,Clear,41,12.0,460,187,65,812.0
2017-10-28,38,Rain,36,8.0,388,189,48,717.0
2017-10-29,40,Clear,44,7.0,362,205,31,690.0
2017-10-30,44,Clear,47,7.0,376,187,50,704.0
2017-10-31,37,Clear,28,5.0,395,203,46,744.0
2017-11-01,40,Rain,44,7.0,376,205,79,757.0
2017-11-02,48,Rain,36,9.0,381,200,42,717.0
2017-11-03,43,Clear,48,5.0,441,179,72,782.0
2017-11-04,46,"Fog , Rain , Thunderstorm",46,10.0,404,210,38,752.0
2017-11-05,47,"Fog , Rain",52,6.0,389,242,45,770.0
2017-11-06,38,Clear,43,12.0,388,181,41,714.0
2017-11-07,39,Clear,45,15.0,356,171,41,674.0
2017-11-08,38,Clear,41,4.0,414,217,39,755.0
2017-11-09,34,Clear,54,7.0,315,173,50,647.0
2017-11-10,24,Snow,47,8.0,350,166,57,672.0
2017-11-11,32,Clear,37,6.0,373,191,45,686.0
2017-11-12,38,Rain,31,4.0,355,205,29,663.0
2017-11-13,36,Clear,40,10.0,371,189,61,713.0
2017-11-14,40,Clear,49,6.0,370,166,47,692.0
2017-11-15,44,Rain,43,3.0,367,184,52,701.0
2017-11-16,36,Clear,62,6.0,422,163,50,749.0
2017-11-17,42,"Rain , Thunderstorm",51,6.0,397,163,54,719.0
2017-11-18,42,"Rain , Snow",34,6.0,394,181,41,691.0
2017-11-19,34,Clear,39,5.0,361,223,32,686.0
2017-11-20,41,Clear,51,4.0,425,188,51,751.0
2017-11-21,36,Rain,45,5.0,373,168,39,669.0
2017-11-22,29,Clear,49,5.0,360,142,53,646.0
2017-11-23,39,Clear,15,3.0,290,185,25,542.0
2017-11-24,48,Clear,42,2.0,371,165,53,678.0
2017-11-25,44,Clear,41,4.0,394,203,26,711.0
2017-11-26,38,Clear,40,7.0,357,190,29,662.0
2017-11-27,44,Clear,34,6.0,429,194,58,768.0
2017-11-28,52,Clear,65,10.0,389,191,73,777.0
2017-11-29,41,Clear,44,6.0,408,192,60,764.0
2017-11-30,47,Clear,59,6.0,400,170,64,739.0
2017-12-01,41,Clear,53,6.0,435,224,65,834.0
2017-12-02,44,Clear,56,7.0,407,196,47,751.0
2017-12-03,44,Clear,25,9.0,352,222,31,675.0
2017-12-04,55,"Rain , Thunderstorm",58,3.0,445,211,54,805.0
2017-12-05,36,Clear,44,8.0,360,172,69,696.0
2017-12-06,31,Clear,43,4.0,361,193,53,705.0
2017-12-07,24,Snow,32,5.0,334,160,52,620.0
2017-12-08,28,Snow,41,6.0,394,198,50,727.0
2017-12-09,26,Snow,31,10.0,365,175,45,655.0
2017-12-10,28,Clear,37,10.0,346,181,42,660.0
2017-12-11,31,Snow,27,8.0,405,178,59,729.0
2017-12-12,24,Snow,31,5.0,355,177,67,673.0
2017-12-13,30,Snow,42,2.0,363,181,54,690.0
2017-12-14,22,Snow,28,4.0,379,185,61,703.0
2017-12-15,29,Snow,32,7.0,387,186,71,756.0
2017-12-16,37,Clear,47,6.0,419,199,58,767.0
2017-12-17,36,Clear,50,6.0,378,198,58,721.0
2017-12-18,43,Rain,33,3.0,396,169,64,719.0
2017-12-19,43,Clear,33,6.0,430,185,46,751.0
2017-12-20,32,Clear,47,9.0,375,173,43,690.0
2017-12-21,36,Clear,43,6.0,412,175,62,733.0
2017-12-22,36,Clear,48,9.0,436,179,61,771.0
2017-12-23,26,Clear,30,4.0,391,207,40,710.0
2017-12-24,20,"Fog , Snow",14,1.0,291,149,21,496.0
2017-12-25,12,Snow,5,1.0,190,160,14,391.0
2017-12-26,1,Clear,25,9.0,269,136,46,521.0
2017-12-27,2,Clear,32,3.0,266,127,43,511.0
2017-12-28,8,Snow,37,6.0,331,122,51,588.0
2017-12-29,12,Snow,31,6.0,302,139,45,560.0
2017-12-30,7,Snow,36,6.0,302,173,60,612.0
2017-12-31,6,Clear,32,3.0,287,171,23,541.0
