Date,Temp (F) avg,Event,Consensual,Disturbance,Property,Violent,White Collar,Total
2016-01-09,53,Clear,4.0,9.0,386.0,142.0,11.0,552.0
2016-01-10,57,Rain,7.0,15.0,346.0,140.0,5.0,513.0
2016-01-11,56,Clear,6.0,29.0,383.0,158.0,26.0,602.0
2016-01-12,58,Clear,6.0,11.0,355.0,126.0,12.0,510.0
2016-01-13,55,Clear,6.0,21.0,378.0,138.0,12.0,555.0
2016-01-14,58,Clear,4.0,22.0,402.0,127.0,19.0,574.0
2016-01-15,58,Clear,7.0,29.0,498.0,157.0,22.0,713.0
2016-01-16,61,Clear,2.0,15.0,416.0,171.0,19.0,623.0
2016-01-17,59,Fog,3.0,11.0,381.0,182.0,7.0,584.0
2016-01-18,59,Fog,5.0,25.0,399.0,142.0,10.0,581.0
2016-01-19,59,Rain,4.0,11.0,404.0,123.0,21.0,563.0
2016-01-20,62,"Fog , Rain",9.0,18.0,405.0,157.0,22.0,611.0
2016-01-21,64,Fog,3.0,13.0,449.0,172.0,24.0,661.0
2016-01-22,61,Clear,8.0,21.0,456.0,160.0,16.0,661.0
2016-01-23,59,Clear,6.0,17.0,400.0,167.0,9.0,599.0
2016-01-24,57,Clear,3.0,20.0,378.0,160.0,7.0,568.0
2016-01-25,61,Clear,4.0,19.0,428.0,146.0,21.0,618.0
2016-01-26,60,Clear,4.0,15.0,402.0,140.0,23.0,584.0
2016-01-27,63,Clear,6.0,12.0,369.0,135.0,19.0,541.0
2016-01-28,62,Clear,3.0,22.0,404.0,135.0,19.0,583.0
2016-01-29,61,Clear,5.0,20.0,439.0,179.0,22.0,665.0
2016-01-30,61,Clear,7.0,12.0,392.0,143.0,6.0,560.0
2016-01-31,55,Rain,8.0,11.0,352.0,153.0,8.0,532.0
2016-02-01,51,Clear,7.0,48.0,578.0,182.0,33.0,848.0
2016-02-02,52,Clear,5.0,19.0,416.0,131.0,19.0,590.0
2016-02-03,54,Clear,6.0,20.0,419.0,140.0,16.0,601.0
2016-02-04,58,Clear,4.0,13.0,383.0,125.0,21.0,546.0
2016-02-05,61,Clear,6.0,18.0,416.0,182.0,25.0,647.0
2016-02-06,64,Clear,8.0,18.0,343.0,167.0,16.0,552.0
2016-02-07,68,Clear,4.0,18.0,364.0,209.0,10.0,605.0
2016-02-08,71,Clear,6.0,21.0,347.0,172.0,20.0,566.0
2016-02-09,73,Clear,3.0,22.0,379.0,169.0,20.0,593.0
2016-02-10,75,Clear,3.0,17.0,376.0,169.0,16.0,581.0
2016-02-11,73,Clear,9.0,13.0,390.0,132.0,12.0,556.0
2016-02-12,71,Clear,3.0,24.0,356.0,175.0,15.0,573.0
2016-02-13,63,Fog,7.0,12.0,357.0,169.0,8.0,553.0
2016-02-14,64,Clear,4.0,16.0,286.0,213.0,6.0,525.0
2016-02-15,72,Clear,8.0,17.0,345.0,173.0,10.0,553.0
2016-02-16,74,Clear,4.0,25.0,368.0,165.0,19.0,581.0
2016-02-17,66,Rain,3.0,14.0,397.0,144.0,18.0,576.0
2016-02-18,62,Rain,4.0,15.0,383.0,156.0,17.0,575.0
2016-02-19,60,Clear,5.0,19.0,409.0,175.0,13.0,621.0
2016-02-20,61,Clear,4.0,20.0,384.0,181.0,11.0,600.0
2016-02-21,62,Clear,3.0,17.0,359.0,202.0,10.0,591.0
2016-02-22,65,Clear,5.0,18.0,359.0,160.0,19.0,561.0
2016-02-23,69,Clear,3.0,19.0,359.0,150.0,14.0,545.0
2016-02-24,70,Clear,4.0,11.0,389.0,165.0,18.0,587.0
2016-02-25,70,Clear,3.0,14.0,355.0,145.0,19.0,536.0
2016-02-26,67,Clear,3.0,17.0,402.0,190.0,26.0,638.0
2016-02-27,64,Fog,6.0,10.0,364.0,223.0,19.0,622.0
2016-02-28,66,Fog,,23.0,342.0,220.0,9.0,
2016-02-29,65,Clear,2.0,19.0,360.0,156.0,20.0,557.0
2016-03-01,66,Fog,8.0,30.0,513.0,206.0,34.0,791.0
2016-03-02,63,Fog,4.0,17.0,366.0,144.0,15.0,546.0
2016-03-03,64,Clear,6.0,15.0,368.0,128.0,17.0,534.0
2016-03-04,64,Clear,5.0,9.0,400.0,152.0,16.0,582.0
2016-03-05,63,Rain,5.0,11.0,395.0,172.0,8.0,591.0
2016-03-06,61,Rain,5.0,23.0,345.0,176.0,7.0,556.0
2016-03-07,54,Rain,2.0,12.0,387.0,142.0,17.0,560.0
2016-03-08,61,Clear,7.0,16.0,389.0,146.0,26.0,584.0
2016-03-09,64,Clear,7.0,10.0,368.0,155.0,17.0,557.0
2016-03-10,66,Clear,11.0,16.0,401.0,147.0,15.0,590.0
2016-03-11,61,"Fog , Rain",5.0,18.0,376.0,128.0,19.0,546.0
2016-03-12,57,Clear,9.0,23.0,347.0,179.0,18.0,576.0
2016-03-13,61,Clear,6.0,12.0,319.0,218.0,6.0,561.0
2016-03-14,64,Rain,7.0,23.0,359.0,186.0,24.0,599.0
2016-03-15,65,Clear,6.0,18.0,384.0,161.0,20.0,589.0
2016-03-16,72,Clear,3.0,15.0,401.0,175.0,8.0,602.0
2016-03-17,70,Clear,8.0,26.0,336.0,177.0,22.0,569.0
2016-03-18,65,Clear,4.0,11.0,395.0,167.0,14.0,591.0
2016-03-19,64,Clear,4.0,17.0,380.0,168.0,10.0,579.0
2016-03-20,65,Clear,7.0,16.0,354.0,166.0,5.0,548.0
2016-03-21,64,Clear,4.0,19.0,358.0,152.0,29.0,562.0
2016-03-22,62,Clear,4.0,19.0,373.0,159.0,16.0,571.0
2016-03-23,65,Clear,7.0,11.0,409.0,146.0,17.0,590.0
2016-03-24,68,Clear,8.0,13.0,395.0,167.0,26.0,609.0
2016-03-25,66,Clear,11.0,16.0,451.0,156.0,18.0,652.0
2016-03-26,68,Clear,2.0,18.0,348.0,193.0,10.0,571.0
2016-03-27,67,Clear,2.0,9.0,325.0,190.0,6.0,532.0
2016-03-28,60,Rain,3.0,11.0,390.0,144.0,19.0,567.0
2016-03-29,56,Clear,2.0,19.0,400.0,137.0,25.0,583.0
2016-03-30,59,Clear,6.0,17.0,365.0,169.0,18.0,575.0
2016-03-31,61,Clear,4.0,10.0,354.0,161.0,34.0,563.0
2016-04-01,63,Clear,10.0,32.0,566.0,207.0,36.0,851.0
2016-04-02,65,Clear,5.0,20.0,342.0,210.0,19.0,596.0
2016-04-03,68,Clear,6.0,14.0,351.0,205.0,11.0,587.0
2016-04-04,69,Clear,4.0,24.0,405.0,153.0,23.0,609.0
2016-04-05,71,Clear,7.0,21.0,366.0,178.0,17.0,589.0
2016-04-06,74,Clear,7.0,13.0,370.0,175.0,16.0,581.0
2016-04-07,64,Rain,4.0,14.0,400.0,157.0,21.0,596.0
2016-04-08,60,Rain,5.0,23.0,434.0,171.0,24.0,657.0
2016-04-09,62,Rain,6.0,12.0,372.0,161.0,11.0,562.0
2016-04-10,64,Clear,6.0,22.0,355.0,220.0,12.0,615.0
2016-04-11,66,Clear,1.0,22.0,375.0,189.0,22.0,609.0
2016-04-12,66,Clear,1.0,16.0,371.0,181.0,30.0,599.0
2016-04-13,65,Clear,2.0,18.0,372.0,160.0,23.0,575.0
2016-04-14,65,Clear,1.0,14.0,408.0,156.0,29.0,608.0
2016-04-15,70,Clear,10.0,22.0,466.0,214.0,16.0,728.0
2016-04-16,70,Clear,3.0,12.0,401.0,211.0,14.0,641.0
2016-04-17,74,Clear,5.0,22.0,376.0,224.0,13.0,640.0
2016-04-18,74,Clear,6.0,26.0,378.0,179.0,22.0,611.0
2016-04-19,76,Clear,4.0,14.0,380.0,177.0,16.0,591.0
2016-04-20,74,Clear,12.0,25.0,379.0,183.0,18.0,617.0
2016-04-21,68,Clear,3.0,17.0,363.0,146.0,25.0,554.0
2016-04-22,67,Clear,7.0,20.0,393.0,170.0,20.0,610.0
2016-04-23,67,Clear,11.0,19.0,353.0,195.0,4.0,582.0
2016-04-24,67,Clear,6.0,24.0,364.0,190.0,11.0,595.0
2016-04-25,62,Clear,4.0,13.0,378.0,171.0,17.0,583.0
2016-04-26,62,Clear,5.0,24.0,386.0,162.0,25.0,602.0
2016-04-27,63,Clear,5.0,27.0,368.0,167.0,17.0,584.0
2016-04-28,63,Clear,6.0,19.0,388.0,125.0,18.0,556.0
2016-04-29,63,Clear,9.0,18.0,386.0,161.0,23.0,597.0
2016-04-30,63,Clear,10.0,27.0,398.0,192.0,5.0,632.0
2016-05-01,66,Clear,6.0,36.0,485.0,257.0,14.0,798.0
2016-05-02,64,Clear,7.0,12.0,415.0,176.0,20.0,630.0
2016-05-03,67,Clear,3.0,22.0,393.0,165.0,16.0,599.0
2016-05-04,63,Clear,2.0,13.0,349.0,157.0,16.0,537.0
2016-05-05,63,Rain,1.0,27.0,392.0,183.0,20.0,623.0
2016-05-06,62,Rain,6.0,29.0,413.0,139.0,24.0,611.0
2016-05-07,63,Clear,7.0,27.0,383.0,162.0,11.0,590.0
2016-05-08,64,Clear,5.0,25.0,355.0,185.0,16.0,586.0
2016-05-09,63,Clear,5.0,17.0,332.0,149.0,20.0,523.0
2016-05-10,64,Clear,2.0,21.0,378.0,136.0,17.0,554.0
2016-05-11,66,Clear,8.0,16.0,363.0,154.0,19.0,560.0
2016-05-12,67,Clear,6.0,16.0,406.0,145.0,20.0,593.0
2016-05-13,69,Clear,5.0,14.0,414.0,173.0,17.0,623.0
2016-05-14,67,Clear,3.0,14.0,403.0,192.0,8.0,620.0
2016-05-15,67,Clear,2.0,23.0,360.0,209.0,13.0,607.0
2016-05-16,66,Clear,3.0,20.0,425.0,160.0,16.0,624.0
2016-05-17,67,Clear,3.0,14.0,389.0,153.0,18.0,577.0
2016-05-18,66,Clear,4.0,25.0,382.0,169.0,17.0,597.0
2016-05-19,67,Clear,6.0,17.0,404.0,156.0,24.0,607.0
2016-05-20,64,Clear,1.0,18.0,434.0,191.0,20.0,664.0
2016-05-21,64,Clear,8.0,23.0,367.0,185.0,10.0,593.0
2016-05-22,64,Clear,6.0,20.0,381.0,183.0,10.0,600.0
2016-05-23,66,Clear,10.0,17.0,396.0,170.0,16.0,609.0
2016-05-24,65,Clear,8.0,30.0,418.0,160.0,16.0,632.0
2016-05-25,62,Clear,4.0,28.0,425.0,142.0,19.0,618.0
2016-05-26,66,Clear,4.0,18.0,401.0,171.0,17.0,611.0
2016-05-27,66,Clear,8.0,12.0,434.0,173.0,26.0,653.0
2016-05-28,67,Clear,7.0,15.0,401.0,151.0,10.0,584.0
2016-05-29,66,Clear,12.0,18.0,379.0,204.0,16.0,629.0
2016-05-30,65,Clear,3.0,13.0,324.0,211.0,8.0,559.0
2016-05-31,67,Clear,6.0,6.0,376.0,163.0,24.0,575.0
2016-06-01,69,Clear,3.0,35.0,516.0,239.0,34.0,827.0
2016-06-02,69,Clear,4.0,19.0,406.0,156.0,25.0,610.0
2016-06-03,73,Clear,3.0,19.0,426.0,192.0,21.0,661.0
2016-06-04,68,Fog,6.0,11.0,348.0,189.0,7.0,561.0
2016-06-05,65,Clear,4.0,12.0,322.0,165.0,9.0,512.0
2016-06-06,66,Clear,7.0,22.0,394.0,169.0,18.0,610.0
2016-06-07,68,Clear,6.0,22.0,354.0,169.0,19.0,570.0
2016-06-08,69,Clear,2.0,24.0,404.0,173.0,19.0,622.0
2016-06-09,67,Clear,1.0,22.0,432.0,155.0,19.0,629.0
2016-06-10,70,Clear,4.0,22.0,422.0,177.0,25.0,650.0
2016-06-11,66,Clear,3.0,12.0,376.0,179.0,8.0,578.0
2016-06-12,66,Clear,5.0,18.0,367.0,216.0,5.0,611.0
2016-06-13,66,Clear,3.0,20.0,403.0,157.0,22.0,605.0
2016-06-14,66,Clear,6.0,16.0,385.0,156.0,19.0,582.0
2016-06-15,67,Clear,4.0,19.0,425.0,159.0,28.0,635.0
2016-06-16,68,Clear,5.0,16.0,398.0,171.0,24.0,614.0
2016-06-17,72,Clear,6.0,16.0,433.0,171.0,15.0,641.0
2016-06-18,76,Clear,1.0,20.0,387.0,194.0,17.0,619.0
2016-06-19,81,Clear,11.0,15.0,327.0,228.0,4.0,585.0
2016-06-20,86,Clear,6.0,30.0,418.0,188.0,20.0,662.0
2016-06-21,78,Clear,11.0,13.0,409.0,173.0,18.0,624.0
2016-06-22,74,Clear,3.0,22.0,414.0,164.0,24.0,627.0
2016-06-23,72,Clear,4.0,23.0,418.0,169.0,24.0,638.0
2016-06-24,72,Clear,4.0,14.0,374.0,198.0,14.0,604.0
2016-06-25,73,Clear,3.0,19.0,421.0,193.0,17.0,653.0
2016-06-26,74,Clear,6.0,20.0,402.0,213.0,8.0,649.0
2016-06-27,77,Clear,2.0,17.0,423.0,221.0,16.0,679.0
2016-06-28,77,Clear,3.0,18.0,409.0,175.0,24.0,629.0
2016-06-29,76,Clear,6.0,17.0,336.0,191.0,26.0,576.0
2016-06-30,74,Clear,3.0,19.0,423.0,143.0,29.0,617.0
2016-07-01,73,Clear,10.0,23.0,550.0,216.0,31.0,830.0
2016-07-02,73,Clear,2.0,25.0,380.0,188.0,14.0,609.0
2016-07-03,70,Clear,9.0,18.0,373.0,185.0,8.0,593.0
2016-07-04,69,Clear,6.0,17.0,373.0,233.0,8.0,637.0
2016-07-05,70,Clear,1.0,19.0,412.0,197.0,19.0,648.0
2016-07-06,71,Clear,3.0,22.0,406.0,180.0,22.0,633.0
2016-07-07,72,Clear,4.0,25.0,359.0,139.0,19.0,546.0
2016-07-08,73,Clear,9.0,21.0,427.0,166.0,25.0,648.0
2016-07-09,75,Clear,1.0,19.0,329.0,163.0,25.0,537.0
2016-07-10,74,Clear,7.0,23.0,352.0,223.0,18.0,623.0
2016-07-11,74,Clear,7.0,17.0,414.0,135.0,26.0,599.0
2016-07-12,72,Clear,5.0,19.0,351.0,129.0,17.0,521.0
2016-07-13,74,Clear,7.0,21.0,408.0,136.0,18.0,590.0
2016-07-14,74,Clear,8.0,16.0,429.0,136.0,20.0,609.0
2016-07-15,73,Clear,8.0,12.0,446.0,163.0,26.0,655.0
2016-07-16,74,Clear,5.0,15.0,424.0,187.0,7.0,638.0
2016-07-17,72,Clear,4.0,11.0,352.0,180.0,8.0,555.0
2016-07-18,74,Clear,9.0,18.0,376.0,175.0,16.0,594.0
2016-07-19,73,Clear,7.0,11.0,412.0,152.0,14.0,596.0
2016-07-20,78,Clear,7.0,17.0,441.0,180.0,20.0,665.0
2016-07-21,80,Clear,3.0,11.0,404.0,162.0,17.0,597.0
2016-07-22,82,Clear,6.0,18.0,443.0,206.0,18.0,691.0
2016-07-23,84,Clear,2.0,19.0,387.0,194.0,9.0,611.0
2016-07-24,81,Clear,12.0,20.0,331.0,203.0,4.0,570.0
2016-07-25,80,Clear,7.0,21.0,381.0,176.0,22.0,607.0
2016-07-26,77,Clear,4.0,23.0,389.0,178.0,33.0,627.0
2016-07-27,79,Clear,10.0,17.0,396.0,156.0,17.0,596.0
2016-07-28,79,Clear,9.0,20.0,398.0,168.0,16.0,611.0
2016-07-29,79,Clear,7.0,19.0,403.0,192.0,22.0,643.0
2016-07-30,78,Clear,6.0,22.0,431.0,183.0,11.0,653.0
2016-07-31,79,Clear,9.0,20.0,378.0,180.0,8.0,595.0
2016-08-01,76,Clear,3.0,26.0,566.0,233.0,30.0,858.0
2016-08-02,76,Clear,6.0,19.0,408.0,162.0,18.0,613.0
2016-08-03,75,Clear,8.0,17.0,413.0,177.0,15.0,630.0
2016-08-04,75,Clear,5.0,21.0,395.0,156.0,24.0,601.0
2016-08-05,73,Clear,5.0,17.0,432.0,169.0,21.0,644.0
2016-08-06,72,Clear,6.0,7.0,396.0,171.0,12.0,592.0
2016-08-07,73,Clear,5.0,17.0,358.0,187.0,14.0,581.0
2016-08-08,74,Clear,5.0,22.0,409.0,175.0,22.0,633.0
2016-08-09,74,Clear,9.0,11.0,391.0,134.0,23.0,568.0
2016-08-10,74,Clear,8.0,16.0,398.0,137.0,27.0,586.0
2016-08-11,74,Clear,7.0,18.0,396.0,166.0,15.0,602.0
2016-08-12,72,Clear,9.0,18.0,386.0,142.0,13.0,568.0
2016-08-13,75,Clear,1.0,27.0,413.0,179.0,6.0,626.0
2016-08-14,77,Clear,4.0,18.0,351.0,186.0,3.0,562.0
2016-08-15,78,Clear,9.0,17.0,421.0,199.0,28.0,674.0
2016-08-16,75,Clear,6.0,16.0,372.0,170.0,17.0,581.0
2016-08-17,72,Fog,2.0,19.0,415.0,163.0,19.0,618.0
2016-08-18,72,Clear,5.0,19.0,387.0,156.0,8.0,575.0
2016-08-19,71,Clear,5.0,28.0,416.0,172.0,20.0,641.0
2016-08-20,69,Clear,2.0,24.0,447.0,207.0,18.0,698.0
2016-08-21,73,Clear,1.0,20.0,345.0,216.0,13.0,595.0
2016-08-22,74,Clear,3.0,14.0,425.0,178.0,15.0,635.0
2016-08-23,74,Clear,5.0,24.0,389.0,158.0,22.0,598.0
2016-08-24,74,Clear,4.0,20.0,409.0,184.0,13.0,630.0
2016-08-25,73,Clear,5.0,21.0,387.0,154.0,19.0,586.0
2016-08-26,71,Clear,5.0,27.0,464.0,178.0,22.0,696.0
2016-08-27,71,Clear,6.0,13.0,398.0,180.0,12.0,609.0
2016-08-28,72,Clear,3.0,12.0,340.0,218.0,14.0,587.0
2016-08-29,75,Clear,7.0,15.0,397.0,146.0,21.0,586.0
2016-08-30,78,Clear,4.0,15.0,408.0,152.0,14.0,593.0
2016-08-31,75,Clear,8.0,30.0,375.0,142.0,21.0,576.0
2016-09-01,75,Clear,12.0,39.0,524.0,244.0,38.0,857.0
2016-09-02,73,Clear,7.0,12.0,454.0,170.0,23.0,666.0
2016-09-03,72,Clear,5.0,21.0,373.0,183.0,18.0,600.0
2016-09-04,71,Clear,7.0,16.0,365.0,157.0,9.0,554.0
2016-09-05,70,Clear,7.0,16.0,382.0,209.0,6.0,620.0
2016-09-06,71,Clear,6.0,19.0,360.0,158.0,16.0,559.0
2016-09-07,72,Clear,1.0,21.0,371.0,107.0,21.0,521.0
2016-09-08,72,Clear,1.0,25.0,413.0,145.0,19.0,603.0
2016-09-09,71,Clear,7.0,13.0,373.0,158.0,27.0,578.0
2016-09-10,72,Clear,6.0,19.0,391.0,180.0,14.0,610.0
2016-09-11,71,Clear,3.0,12.0,343.0,174.0,7.0,539.0
2016-09-12,68,Clear,4.0,15.0,387.0,149.0,15.0,570.0
2016-09-13,65,Clear,5.0,17.0,371.0,154.0,15.0,562.0
2016-09-14,66,Clear,5.0,15.0,411.0,144.0,21.0,596.0
2016-09-15,71,Clear,4.0,25.0,411.0,140.0,14.0,594.0
2016-09-16,69,Clear,7.0,25.0,422.0,192.0,12.0,658.0
2016-09-17,70,Clear,9.0,17.0,380.0,210.0,11.0,627.0
2016-09-18,76,Clear,7.0,13.0,357.0,193.0,10.0,580.0
2016-09-19,75,Rain,2.0,20.0,398.0,194.0,22.0,636.0
2016-09-20,80,Clear,3.0,22.0,371.0,196.0,15.0,607.0
2016-09-21,76,Clear,3.0,21.0,425.0,177.0,18.0,644.0
2016-09-22,73,Clear,2.0,21.0,405.0,158.0,27.0,613.0
2016-09-23,71,Clear,12.0,18.0,428.0,165.0,22.0,645.0
2016-09-24,75,Clear,4.0,23.0,382.0,201.0,8.0,618.0
2016-09-25,80,Clear,5.0,13.0,382.0,188.0,8.0,596.0
2016-09-26,87,Clear,6.0,23.0,355.0,180.0,18.0,582.0
2016-09-27,84,Clear,3.0,21.0,366.0,155.0,20.0,565.0
2016-09-28,81,Clear,6.0,22.0,406.0,162.0,18.0,614.0
2016-09-29,81,Clear,3.0,22.0,383.0,149.0,19.0,576.0
2016-09-30,78,Clear,3.0,21.0,393.0,186.0,24.0,627.0
2016-10-01,75,Clear,5.0,29.0,530.0,227.0,28.0,819.0
2016-10-02,70,Clear,5.0,15.0,362.0,225.0,8.0,615.0
2016-10-03,68,Clear,8.0,20.0,407.0,167.0,24.0,626.0
2016-10-04,71,Clear,4.0,15.0,378.0,138.0,15.0,550.0
2016-10-05,68,Clear,4.0,21.0,385.0,160.0,18.0,588.0
2016-10-06,69,Clear,6.0,16.0,373.0,137.0,17.0,549.0
2016-10-07,76,Clear,4.0,13.0,461.0,163.0,10.0,651.0
2016-10-08,76,Clear,4.0,14.0,386.0,189.0,12.0,605.0
2016-10-09,76,Clear,6.0,23.0,334.0,205.0,5.0,573.0
2016-10-10,73,Clear,8.0,26.0,413.0,195.0,17.0,659.0
2016-10-11,65,Clear,8.0,13.0,438.0,151.0,25.0,635.0
2016-10-12,65,Clear,5.0,14.0,405.0,143.0,12.0,579.0
2016-10-13,66,Clear,6.0,20.0,394.0,156.0,16.0,592.0
2016-10-14,67,Clear,4.0,20.0,429.0,166.0,20.0,639.0
2016-10-15,70,Clear,6.0,25.0,455.0,184.0,17.0,687.0
2016-10-16,70,Clear,8.0,16.0,334.0,206.0,8.0,572.0
2016-10-17,67,Rain,4.0,17.0,411.0,161.0,26.0,619.0
2016-10-18,68,Clear,2.0,22.0,425.0,168.0,16.0,633.0
2016-10-19,74,Clear,7.0,24.0,389.0,148.0,22.0,590.0
2016-10-20,78,Clear,7.0,18.0,429.0,161.0,11.0,626.0
2016-10-21,78,Clear,7.0,18.0,415.0,162.0,9.0,611.0
2016-10-22,73,Clear,12.0,16.0,382.0,178.0,11.0,599.0
2016-10-23,71,"Fog , Rain",3.0,21.0,403.0,210.0,4.0,641.0
2016-10-24,69,Rain,5.0,19.0,422.0,164.0,30.0,640.0
2016-10-25,67,Clear,7.0,13.0,429.0,159.0,12.0,620.0
2016-10-26,68,Clear,3.0,23.0,418.0,146.0,19.0,609.0
2016-10-27,70,Clear,8.0,19.0,416.0,150.0,13.0,606.0
2016-10-28,70,Rain,6.0,24.0,461.0,166.0,26.0,683.0
2016-10-29,70,Clear,5.0,17.0,439.0,156.0,11.0,628.0
2016-10-30,65,Rain,4.0,7.0,387.0,203.0,10.0,611.0
2016-10-31,63,Clear,6.0,15.0,475.0,195.0,14.0,705.0
2016-11-01,64,Clear,4.0,41.0,558.0,220.0,33.0,856.0
2016-11-02,66,Clear,5.0,24.0,366.0,154.0,24.0,573.0
2016-11-03,73,Clear,5.0,17.0,405.0,148.0,17.0,592.0
2016-11-04,71,Clear,9.0,25.0,382.0,153.0,23.0,592.0
2016-11-05,69,Clear,8.0,12.0,385.0,172.0,13.0,590.0
2016-11-06,66,Fog,11.0,21.0,381.0,182.0,9.0,604.0
2016-11-07,68,Clear,1.0,14.0,406.0,150.0,12.0,583.0
2016-11-08,74,Clear,3.0,25.0,346.0,151.0,14.0,539.0
2016-11-09,79,Clear,5.0,17.0,393.0,183.0,17.0,615.0
2016-11-10,77,Clear,6.0,16.0,426.0,168.0,17.0,633.0
2016-11-11,74,Clear,8.0,19.0,386.0,176.0,11.0,600.0
2016-11-12,72,Clear,4.0,12.0,368.0,191.0,4.0,579.0
2016-11-13,74,Clear,6.0,17.0,377.0,178.0,7.0,585.0
2016-11-14,75,Clear,3.0,11.0,402.0,156.0,21.0,593.0
2016-11-15,67,Clear,8.0,18.0,378.0,140.0,25.0,569.0
2016-11-16,63,Clear,7.0,18.0,379.0,136.0,18.0,558.0
2016-11-17,62,Clear,5.0,14.0,393.0,128.0,13.0,553.0
2016-11-18,66,Clear,7.0,11.0,441.0,164.0,17.0,640.0
2016-11-19,62,Clear,12.0,9.0,371.0,175.0,15.0,582.0
2016-11-20,60,Rain,8.0,5.0,387.0,159.0,3.0,562.0
2016-11-21,62,Rain,4.0,12.0,407.0,127.0,17.0,567.0
2016-11-22,61,Clear,5.0,12.0,397.0,155.0,16.0,585.0
2016-11-23,61,Clear,4.0,20.0,460.0,132.0,13.0,629.0
2016-11-24,65,Clear,2.0,25.0,353.0,159.0,10.0,549.0
2016-11-25,63,Clear,2.0,14.0,379.0,135.0,25.0,555.0
2016-11-26,54,Rain,2.0,11.0,380.0,151.0,23.0,567.0
2016-11-27,58,Rain,5.0,13.0,359.0,161.0,12.0,550.0
2016-11-28,56,Clear,3.0,19.0,404.0,154.0,22.0,602.0
2016-11-29,58,Clear,3.0,14.0,351.0,127.0,15.0,510.0
2016-11-30,57,Clear,3.0,19.0,393.0,145.0,9.0,569.0
2016-12-01,58,Clear,7.0,24.0,514.0,193.0,24.0,762.0
2016-12-02,57,Clear,2.0,17.0,421.0,169.0,13.0,622.0
2016-12-03,56,Clear,5.0,18.0,360.0,176.0,15.0,574.0
2016-12-04,58,Clear,1.0,16.0,384.0,163.0,7.0,571.0
2016-12-05,57,Clear,2.0,13.0,415.0,187.0,30.0,647.0
2016-12-06,59,Clear,6.0,11.0,445.0,140.0,18.0,620.0
2016-12-07,58,Clear,3.0,16.0,366.0,146.0,15.0,546.0
2016-12-08,58,Clear,3.0,19.0,409.0,148.0,17.0,596.0
2016-12-09,58,Clear,11.0,14.0,450.0,165.0,20.0,660.0
2016-12-10,60,Clear,2.0,16.0,412.0,203.0,13.0,646.0
2016-12-11,62,Clear,9.0,12.0,374.0,174.0,8.0,577.0
2016-12-12,62,Clear,1.0,14.0,417.0,168.0,26.0,626.0
2016-12-13,61,Clear,3.0,10.0,371.0,171.0,16.0,571.0
2016-12-14,61,Clear,9.0,14.0,436.0,164.0,19.0,642.0
2016-12-15,60,Rain,9.0,14.0,494.0,147.0,22.0,686.0
2016-12-16,57,Rain,4.0,22.0,478.0,148.0,23.0,675.0
2016-12-17,55,Clear,9.0,14.0,418.0,154.0,13.0,608.0
2016-12-18,55,Clear,8.0,20.0,378.0,185.0,13.0,604.0
2016-12-19,56,Clear,3.0,15.0,423.0,147.0,33.0,621.0
2016-12-20,64,Clear,7.0,19.0,459.0,161.0,16.0,662.0
2016-12-21,62,Rain,3.0,10.0,420.0,129.0,9.0,571.0
2016-12-22,61,Rain,10.0,17.0,439.0,139.0,19.0,624.0
2016-12-23,58,Rain,4.0,11.0,498.0,148.0,12.0,673.0
2016-12-24,54,Rain,2.0,15.0,407.0,141.0,14.0,579.0
2016-12-25,51,Clear,5.0,16.0,296.0,158.0,5.0,480.0
2016-12-26,55,Clear,9.0,14.0,334.0,161.0,14.0,532.0
2016-12-27,60,Clear,3.0,17.0,377.0,130.0,14.0,541.0
2016-12-28,67,Clear,6.0,12.0,401.0,137.0,14.0,570.0
2016-12-29,69,Clear,8.0,10.0,406.0,135.0,19.0,578.0
2016-12-30,61,Rain,5.0,11.0,437.0,152.0,20.0,625.0
2016-12-31,53,Rain,5.0,16.0,387.0,165.0,4.0,577.0
2017-01-01,52,Clear,8.0,33.0,610.0,324.0,24.0,999.0
2017-01-02,54,Clear,1.0,18.0,361.0,127.0,13.0,520.0
2017-01-03,54,Clear,3.0,13.0,413.0,134.0,21.0,584.0
2017-01-04,54,Rain,4.0,14.0,383.0,118.0,17.0,536.0
2017-01-05,60,Rain,3.0,17.0,424.0,131.0,21.0,596.0
2017-01-06,58,Clear,5.0,18.0,461.0,164.0,15.0,663.0
2017-01-07,61,Rain,7.0,13.0,377.0,182.0,8.0,587.0
2017-01-08,66,Clear,1.0,20.0,362.0,176.0,12.0,571.0
2017-01-09,60,Rain,3.0,18.0,412.0,144.0,19.0,596.0
2017-01-10,56,Rain,7.0,9.0,448.0,125.0,19.0,608.0
2017-01-11,61,Rain,2.0,17.0,416.0,162.0,10.0,607.0
2017-01-12,56,Rain,7.0,15.0,413.0,129.0,17.0,581.0
2017-01-13,56,Clear,3.0,14.0,436.0,128.0,19.0,600.0
2017-01-14,60,Clear,3.0,16.0,434.0,168.0,10.0,631.0
2017-01-15,60,Clear,9.0,21.0,412.0,178.0,9.0,629.0
2017-01-16,59,Clear,5.0,18.0,443.0,145.0,14.0,625.0
2017-01-17,57,Clear,7.0,6.0,422.0,174.0,24.0,633.0
2017-01-18,55,Rain,3.0,18.0,400.0,149.0,16.0,586.0
2017-01-19,58,Rain,5.0,15.0,419.0,134.0,17.0,590.0
